ReportDate,year,month,TotalCases,TotalTests,PosTestPercent,NegativeTests,total_hospitalized,genMale,genFemale,genUnkn,deaths
2021-08-09,2021,8,474555,11459000.0,4.16,3794338.0,44549.0,226260,248295,0,9641.0
2021-08-10,2021,8,475184,11475284.0,4.21,3799028.0,44586.0,226559,248625,0,9648.0
2021-08-11,2021,8,476070,11497131.0,4.34,3805415.0,44645.0,226976,249094,0,9649.0
2021-08-12,2021,8,477117,11526645.0,4.39,3813687.0,44706.0,227467,249650,0,9652.0
2021-08-13,2021,8,478067,11552583.0,4.46,3820817.0,44761.0,227912,250155,0,9657.0
2021-08-14,2021,8,479083,11579778.0,4.54,3828096.0,44828.0,228364,250719,0,9666.0
2021-08-15,2021,8,479952,11604478.0,4.54,3835193.0,44828.0,228751,251201,0,9670.0
2021-08-16,2021,8,480718,11619817.0,4.65,3839510.0,44950.0,229092,251626,0,9675.0
2021-08-17,2021,8,481569,11637262.0,4.83,3844587.0,45025.0,229472,252097,0,9678.0
2021-08-18,2021,8,482581,11659522.0,4.92,3850912.0,45104.0,229933,252648,0,9686.0
2021-08-19,2021,8,483641,11684596.0,5.04,3857428.0,45174.0,230420,253221,0,9695.0
2021-08-20,2021,8,484847,11715327.0,5.06,3865348.0,45235.0,230979,253868,0,9701.0
2021-08-21,2021,8,485978,11743457.0,5.07,3872176.0,45296.0,231489,254489,0,9716.0
2021-08-22,2021,8,486968,11770066.0,5.08,3879350.0,45371.0,231939,255029,0,9721.0
2021-08-23,2021,8,487893,11791829.0,4.97,3885867.0,45434.0,232388,255505,0,9726.0
2021-08-24,2021,8,488740,11810436.0,4.89,3891170.0,45505.0,232777,255963,0,9734.0
2021-08-25,2021,8,489930,11837407.0,4.93,3898180.0,45592.0,233324,256606,0,9745.0
2021-08-26,2021,8,491174,11868138.0,4.89,3905988.0,45672.0,233913,257261,0,9741.0
2021-08-27,2021,8,492547,11901899.0,4.92,3914622.0,45747.0,234553,257994,0,9748.0
2021-08-28,2021,8,493915,11939694.0,4.85,3923576.0,45842.0,235211,258704,0,9760.0
2021-08-29,2021,8,494982,11967284.0,4.9,3930955.0,45934.0,235692,259290,0,9772.0
2021-08-30,2021,8,495924,11991877.0,4.85,3937559.0,46013.0,236152,259772,0,9781.0
2021-08-31,2021,8,497002,12010816.0,5.05,3942518.0,46085.0,236661,260341,0,9791.0
2021-09-01,2021,9,498376,12041049.0,4.99,3950615.0,46161.0,237332,261044,0,9801.0
2021-09-02,2021,9,499648,12075841.0,4.94,3959025.0,46240.0,237948,261700,0,9817.0
2021-09-03,2021,9,501035,12112808.0,4.89,3967738.0,46337.0,238560,262475,0,9827.0
2021-09-04,2021,9,502229,12145368.0,4.92,3975253.0,46442.0,239142,263087,0,9837.0
2021-09-05,2021,9,503034,12170518.0,4.8,3981206.0,46526.0,239509,263525,0,9849.0
2021-09-06,2021,9,504061,12197782.0,4.77,3987852.0,46585.0,239970,264091,0,9863.0
2021-09-07,2021,9,504856,12214093.0,4.65,3992917.0,46658.0,240347,264509,0,9870.0
2021-09-08,2021,9,505557,12230401.0,4.68,3997159.0,46737.0,240683,264874,0,9891.0
2021-09-09,2021,9,506464,12255394.0,4.69,4002851.0,46807.0,241110,265354,0,9900.0
2021-09-10,2021,9,508017,12298537.0,4.67,4012367.0,46884.0,241897,266120,0,9915.0
2021-09-11,2021,9,509393,12337146.0,4.75,4020780.0,46987.0,242532,266861,0,9935.0
2021-09-12,2021,9,510543,12371357.0,4.77,4028888.0,47063.0,243064,267479,0,9951.0
2021-09-13,2021,9,511646,12401383.0,4.75,4036872.0,47141.0,243590,268056,0,9964.0
2021-09-14,2021,9,512740,12428741.0,4.61,4043705.0,47215.0,244137,268603,0,9979.0
2021-09-15,2021,9,513929,12458073.0,4.54,4051107.0,47297.0,244719,269210,0,9990.0
2021-09-16,2021,9,515259,12499136.0,4.46,4060819.0,47396.0,245341,269918,0,10011.0
2021-09-17,2021,9,516784,12540562.0,4.45,4070986.0,47455.0,246040,270744,0,10023.0
2021-09-18,2021,9,518061,12586756.0,4.23,4082547.0,47523.0,246653,271408,0,10035.0
2021-09-19,2021,9,519097,12616849.0,4.34,4090185.0,47625.0,247134,271963,0,10035.0
2021-09-20,2021,9,520236,12648932.0,4.35,4099673.0,47668.0,247650,272586,0,10035.0
2021-09-21,2021,9,521210,12670596.0,4.44,4105421.0,47705.0,248095,273115,0,10081.0
2021-09-22,2021,9,522355,12699341.0,4.37,4112620.0,47844.0,248635,273720,0,10104.0
2021-09-23,2021,9,523760,12740510.0,4.38,4123628.0,47917.0,249305,274455,0,10120.0
2021-09-24,2021,9,525123,12789453.0,4.28,4135296.0,47998.0,249984,275139,0,10134.0
2021-09-25,2021,9,526690,12832044.0,4.39,4145827.0,48090.0,250773,275917,0,10140.0
2021-09-26,2021,9,527804,12870417.0,4.22,4155364.0,48137.0,251307,276497,0,10155.0
2021-09-27,2021,9,528764,12897298.0,4.2,4163424.0,48160.0,251768,276996,0,10166.0
2021-09-28,2021,9,529736,12919101.0,4.13,4168528.0,48284.0,252224,277512,0,10183.0
2021-09-29,2021,9,530861,12952337.0,4.05,4177715.0,48364.0,252768,278093,0,10196.0
2021-09-30,2021,9,532340,12998160.0,4.04,4188562.0,48632.0,253496,278844,0,10212.0
2021-10-01,2021,10,533870,13048878.0,4.09,4200231.0,48715.0,254237,279633,0,10229.0
2021-10-02,2021,10,535157,13087592.0,4.08,4210274.0,48804.0,254897,280260,0,10243.0
2021-10-03,2021,10,536249,13124215.0,4.1,4219767.0,48893.0,255447,280802,0,10247.0
2021-10-04,2021,10,537327,13157036.0,4.08,4227735.0,48968.0,255998,281329,0,10260.0
2021-10-05,2021,10,537976,13181280.0,3.91,4233671.0,49026.0,256318,281658,0,10282.0
2021-10-06,2021,10,539053,13217318.0,3.91,4242669.0,49095.0,256838,282215,0,10303.0
2021-10-07,2021,10,540451,13264030.0,3.89,4253665.0,49171.0,257502,282949,0,10320.0
2021-10-08,2021,10,541627,13313816.0,3.78,4263495.0,49246.0,258074,283553,0,10333.0
2021-10-09,2021,10,542886,13362086.0,3.7,4274698.0,49347.0,258661,284225,0,10353.0
2021-10-10,2021,10,544219,13400172.0,3.89,4284700.0,49417.0,259263,284956,0,10363.0
2021-10-11,2021,10,545028,13432144.0,3.73,4291537.0,49488.0,259650,285378,0,10370.0
2021-10-12,2021,10,545439,13452695.0,3.88,4296592.0,49550.0,259855,285584,0,10397.0
2021-10-13,2021,10,546552,13480055.0,3.85,4303201.0,49621.0,260361,286191,0,10413.0
2021-10-14,2021,10,547675,13521246.0,3.8,4312820.0,49705.0,260868,286807,0,10432.0
2021-10-15,2021,10,548743,13566546.0,3.79,4321566.0,49705.0,261368,287375,0,10450.0
2021-10-16,2021,10,549679,13611086.0,3.69,4330959.0,49840.0,261823,287856,0,10471.0
2021-10-17,2021,10,550550,13645698.0,3.44,4339739.0,49906.0,262255,288295,0,10476.0
2021-10-18,2021,10,551264,13674554.0,3.5,4346120.0,49978.0,262606,288658,0,10490.0
2021-10-19,2021,10,551807,13692953.0,3.44,4350082.0,50038.0,262849,288958,0,10504.0
2021-10-20,2021,10,552524,13722165.0,3.36,4356307.0,50085.0,263174,289350,0,10526.0
2021-10-21,2021,10,553593,13765901.0,3.29,4365401.0,50137.0,263705,289888,0,10540.0
2021-10-22,2021,10,554456,13809982.0,3.21,4374105.0,50196.0,264106,290350,0,10554.0
2021-10-23,2021,10,555366,13855612.0,3.2,4383943.0,50287.0,264546,290820,0,10565.0
2021-10-24,2021,10,556083,13893527.0,3.1,4391865.0,50323.0,264888,291195,0,10575.0
2021-10-25,2021,10,556595,13913057.0,3.21,4396638.0,50381.0,265143,291452,0,10580.0
2021-10-26,2021,10,557192,13932382.0,3.11,4401128.0,50414.0,265417,291775,0,10596.0
2021-10-27,2021,10,557923,13966232.0,3.05,4407874.0,50471.0,265788,292135,0,10609.0
2021-10-28,2021,10,558852,14005843.0,3.06,4416187.0,50527.0,266240,292612,0,10623.0
2021-10-29,2021,10,559763,14050530.0,3.06,4424171.0,50575.0,266656,293107,0,10634.0
2021-10-30,2021,10,560634,14089865.0,3.09,4432075.0,50628.0,267077,293557,0,10651.0
2021-10-31,2021,10,561270,14118835.0,3.16,4437621.0,50685.0,267391,293879,0,10664.0
2021-11-01,2021,11,561718,14139577.0,3.06,4442744.0,50764.0,267603,294115,0,10677.0
2021-11-02,2021,11,562200,14139577.0,2.95,4446729.0,50799.0,267842,294358,0,10682.0
2021-11-03,2021,11,562896,14188340.0,3.01,4452236.0,50833.0,268176,294720,0,10694.0
2021-11-04,2021,11,563696,14229108.0,2.94,4460409.0,50885.0,268566,295130,0,10708.0
2021-11-05,2021,11,564564,14277283.0,2.92,4468470.0,50928.0,268971,295593,0,10725.0
2021-11-06,2021,11,565355,14315773.0,2.93,4475429.0,50969.0,269329,296026,0,10734.0
2021-11-07,2021,11,566082,14348608.0,2.96,4481932.0,51033.0,269683,296399,0,10743.0
2021-11-08,2021,11,566637,14369773.0,3.04,4486885.0,51075.0,269914,296723,0,10757.0
2021-11-09,2021,11,567085,14388228.0,3.1,4489941.0,51082.0,270120,296965,0,10768.0
2021-11-10,2021,11,567929,14418694.0,3.12,4495611.0,51157.0,270524,297405,0,10783.0
2021-11-11,2021,11,568914,14461337.0,3.18,4503015.0,51219.0,270977,297937,0,10788.0
2021-11-12,2021,11,569823,14505234.0,3.26,4509953.0,51276.0,271430,298393,0,10798.0
2021-11-13,2021,11,570806,14548741.0,3.23,4517538.0,51327.0,271871,298935,0,10818.0
2021-11-14,2021,11,571625,14575761.0,3.32,4523103.0,51363.0,272237,299388,0,10829.0
2021-11-15,2021,11,572342,14598220.0,3.3,4528577.0,51410.0,272577,299765,0,10836.0
2021-11-16,2021,11,573044,14622070.0,3.38,4532912.0,51450.0,272895,300149,0,10843.0
2021-11-17,2021,11,573835,14649998.0,3.38,4537872.0,51502.0,273286,300549,0,10854.0
2021-11-18,2021,11,574914,14691151.0,3.4,4544908.0,51562.0,273798,301116,0,10863.0
2021-11-19,2021,11,575996,14741221.0,3.43,4553637.0,51643.0,274341,301655,0,10869.0
2021-11-20,2021,11,577013,14781411.0,3.51,4560839.0,51701.0,274806,302207,0,10878.0
2021-11-21,2021,11,578019,14814741.0,3.49,4567451.0,51772.0,275288,302731,0,10888.0
2021-11-22,2021,11,578851,14837414.0,3.62,4572607.0,51813.0,275694,303157,0,10896.0
2021-11-23,2021,11,579591,14857955.0,3.75,4576170.0,51813.0,276062,303529,0,10912.0
2021-11-24,2021,11,580496,14885468.0,3.9,4581861.0,51927.0,276497,303999,0,10915.0
2021-11-25,2021,11,581611,14921405.0,4.01,4588159.0,51996.0,277044,304567,0,10926.0
2021-11-26,2021,11,582608,14956861.0,4.09,4593887.0,52066.0,277546,305062,0,10934.0
2021-11-27,2021,11,583299,14973252.0,4.36,4597504.0,52130.0,277864,305435,0,10945.0
2021-11-28,2021,11,584137,14993555.0,4.52,4601630.0,52186.0,278259,305878,0,10953.0
2021-11-29,2021,11,584899,15008974.0,4.76,4605812.0,52251.0,278618,306281,0,10957.0
2021-11-30,2021,11,586143,15026558.0,5.04,4608960.0,52303.0,279237,306906,0,10973.0
2021-12-01,2021,12,587285,15060973.0,5.13,4614759.0,52384.0,279728,307557,0,10987.0
2021-12-02,2021,12,589113,15110358.0,5.22,4621291.0,52453.0,280562,308551,0,10996.0
2021-12-03,2021,12,590813,15152891.0,5.44,4628508.0,52564.0,281361,309452,0,11007.0
2021-12-04,2021,12,592679,15198334.0,5.43,4636177.0,52646.0,282236,310443,0,11022.0
2021-12-05,2021,12,593676,15223703.0,5.51,4660175.0,0.0,282747,310929,0,0.0
2021-12-06,2021,12,594655,15238461.0,5.76,4673743.0,0.0,283205,311450,0,0.0
2021-12-07,2021,12,595844,15261588.0,5.62,4695417.0,0.0,283761,312083,0,0.0
2021-12-08,2021,12,597051,15286186.0,5.67,4718754.0,0.0,284312,312739,0,0.0
2021-12-09,2021,12,598571,15315958.0,6.01,4746474.0,0.0,285016,313555,0,0.0
2021-12-10,2021,12,600316,15348471.0,6.25,4776750.0,0.0,285877,314439,0,0.0
2021-12-11,2021,12,601556,15375436.0,6.53,4801818.0,0.0,286451,315105,0,0.0
2021-12-12,2021,12,602917,15399475.0,6.75,4824185.0,0.0,287107,315810,0,0.0
2021-12-13,2021,12,604367,15419151.0,6.95,4842000.0,0.0,287804,316563,0,0.0
2021-12-14,2021,12,606083,15443451.0,7.35,4864089.0,0.0,288566,317517,0,0.0
2021-12-15,2021,12,608274,15476345.0,7.8,4894262.0,0.0,289571,318703,0,0.0
2021-12-16,2021,12,611419,15524775.0,8.02,4938606.0,0.0,291039,320380,0,0.0
2021-12-17,2021,12,614952,15575784.0,8.47,4984483.0,0.0,292618,322334,0,0.0
2021-12-18,2021,12,618303,15616789.0,9.02,5021038.0,0.0,294144,324159,0,0.0
2021-12-19,2021,12,620775,15653873.0,9.81,5053500.0,0.0,295328,325447,0,0.0
2021-12-20,2021,12,621959,15678836.0,10.79,5074384.0,0.0,295879,326080,0,0.0
2021-12-21,2021,12,628397,15696922.0,11.64,5089743.0,0.0,298758,329639,0,0.0
2021-12-22,2021,12,633016,15735859.0,12.15,5124087.0,0.0,300743,332273,0,0.0
2021-12-23,2021,12,640535,15803001.0,12.8,5182488.0,0.0,303991,336544,0,0.0
2021-12-24,2021,12,651165,15899075.0,13.46,5264451.0,0.0,308557,342608,0,0.0
2021-12-25,2021,12,661093,15964007.0,14.08,5319551.0,0.0,312797,348296,0,0.0
2021-12-26,2021,12,667287,15997086.0,15.85,5344406.0,0.0,315606,351681,0,0.0
2021-12-27,2021,12,673071,16023015.0,16.54,5364837.0,0.0,318065,355006,0,0.0
2021-12-28,2021,12,680351,16067339.0,17.58,5399244.0,0.0,321205,359146,0,11437.0
2021-12-29,2021,12,692261,16140860.0,19.31,5455184.0,0.0,326431,365830,0,11467.0
2021-12-30,2021,12,707707,16203865.0,20.63,5504182.0,0.0,333094,374613,0,11522.0
2021-12-31,2021,12,720814,16255727.0,23.49,5538036.0,0.0,338720,382094,0,11571.0
2022-01-01,2022,1,735723,16325740.0,24.7,5591542.0,0.0,345140,390583,0,11603.0
2022-01-02,2022,1,747005,16367157.0,26.09,5618622.0,0.0,350085,396920,0,11632.0
2022-01-03,2022,1,761924,16457106.0,26.87,5684582.0,0.0,356639,405285,0,11658.0
2022-01-04,2022,1,777171,16504106.0,27.44,5719199.0,0.0,363202,413969,0,11706.0
2022-01-05,2022,1,788384,16546890.0,28.56,5748407.0,0.0,368125,420259,0,11755.0
2022-01-06,2022,1,802102,16606587.0,29.98,5788879.0,0.0,374209,427893,0,11809.0
2022-01-07,2022,1,814891,16665231.0,28.3,5834050.0,0.0,379884,435007,0,11868.0
2022-01-08,2022,1,828656,16737165.0,29.29,5884077.0,0.0,385836,442820,0,11917.0
2022-01-09,2022,1,846528,16827665.0,27.83,5952446.0,0.0,393934,452594,0,11969.0
2022-01-10,2022,1,856680,16870432.0,27.98,5983367.0,0.0,398508,458172,0,12016.0
2022-01-11,2022,1,866993,16927949.0,27.62,6027194.0,0.0,403179,463814,0,12086.0
2022-01-12,2022,1,878679,16985095.0,26.91,6069023.0,0.0,408351,470328,0,12171.0
2022-01-13,2022,1,889906,17048218.0,25.45,6118275.0,0.0,413363,476543,0,12234.0
2022-01-14,2022,1,900395,17131397.0,24.77,6186284.0,0.0,418185,482210,0,12303.0
2022-01-15,2022,1,910753,17185587.0,22.85,6231255.0,0.0,423020,487733,0,12358.0
2022-01-16,2022,1,918967,17272679.0,21.91,6302826.0,0.0,426839,492128,0,12416.0
2022-01-17,2022,1,925755,17317368.0,20.25,6340315.0,0.0,429903,495852,0,12467.0
2022-01-18,2022,1,929187,17342364.0,19.77,6360208.0,0.0,431478,497709,0,12535.0
2022-01-19,2022,1,933540,17388718.0,18.85,6397108.0,0.0,433552,499988,0,12614.0
2022-01-20,2022,1,942772,17450479.0,18.0,6448994.0,0.0,437732,505040,0,12684.0
2022-01-21,2022,1,947784,17505199.0,17.14,6497027.0,0.0,440008,507776,0,12751.0
2022-01-22,2022,1,952852,17565621.0,16.4,6550305.0,0.0,442287,510565,0,12816.0
2022-01-23,2022,1,956638,17618310.0,15.27,6597765.0,0.0,443990,512648,0,12869.0
2022-01-24,2022,1,959426,17646081.0,14.81,6621948.0,0.0,445311,514115,0,12904.0
2022-01-25,2022,1,962001,17682143.0,13.47,6654039.0,0.0,446498,515503,0,12978.0
2022-01-26,2022,1,965101,17722103.0,12.57,6688369.0,0.0,447941,517160,0,13024.0
2022-01-27,2022,1,968540,17766355.0,11.59,6728564.0,0.0,449533,519007,0,13078.0
2022-01-28,2022,1,971713,17821854.0,10.93,6779843.0,0.0,451037,520676,0,13131.0
2022-01-29,2022,1,974240,17869873.0,10.26,6824440.0,0.0,452236,522004,0,13175.0
2022-01-30,2022,1,976245,17906170.0,9.87,6858144.0,0.0,453156,523089,0,13208.0
2022-01-31,2022,1,977370,17935752.0,9.04,6885620.0,0.0,453660,523710,0,13227.0
2022-02-01,2022,2,978952,17961789.0,8.66,6909476.0,0.0,454386,524566,0,13276.0
2022-02-02,2022,2,980426,17991020.0,7.68,6936587.0,0.0,455064,525362,0,13316.0
2022-02-03,2022,2,982598,18036173.0,7.15,6979295.0,0.0,456113,526485,0,13353.0
2022-02-04,2022,2,984291,18085941.0,6.69,7026886.0,0.0,456906,527385,0,13397.0
2022-02-05,2022,2,985982,18127974.0,6.56,7066300.0,0.0,457720,528262,0,13432.0
2022-02-06,2022,2,987147,18165486.0,6.16,7102180.0,0.0,458285,528862,0,13465.0
2022-02-07,2022,2,987942,18180747.0,6.12,7116393.0,0.0,458670,529272,0,13486.0
2022-02-08,2022,2,988738,18199246.0,5.81,7133745.0,0.0,459044,529694,0,13528.0
2022-02-09,2022,2,989532,18227887.0,5.39,7161154.0,0.0,459417,530115,0,13568.0
2022-02-10,2022,2,990631,18266286.0,5.12,7198207.0,0.0,459956,530675,0,13605.0
2022-02-11,2022,2,991569,18361870.0,4.88,0.0,0.0,460396,531173,0,13615.0
2022-02-12,2022,2,992510,18399620.0,4.49,0.0,0.0,460856,531654,0,13646.0
2022-02-13,2022,2,993228,18435127.0,4.32,0.0,0.0,461181,532047,0,13658.0
2022-02-14,2022,2,993653,18457975.0,3.77,0.0,0.0,461362,532291,0,13666.0
2022-02-15,2022,2,994096,18470068.0,3.78,0.0,0.0,461548,532548,0,13679.0
2022-02-16,2022,2,994577,18495272.0,3.51,0.0,0.0,461755,532822,0,13705.0
2022-02-17,2022,2,995328,18530849.0,3.37,0.0,0.0,462119,533209,0,13720.0
2022-02-18,2022,2,996182,18572464.0,3.3,0.0,0.0,462505,533677,0,13727.0
2022-02-19,2022,2,997047,18617020.0,3.15,0.0,0.0,462914,534127,0,13741.0
2022-02-20,2022,2,998136,18646734.0,3.41,0.0,0.0,463405,534731,0,13749.0
2022-02-21,2022,2,998505,18663321.0,3.36,0.0,0.0,463566,534939,0,13758.0
2022-02-22,2022,2,998888,18684815.0,2.92,0.0,0.0,463745,535143,0,13786.0
2022-02-23,2022,2,999229,18700921.0,2.87,0.0,0.0,463894,535335,0,13799.0
2022-02-24,2022,2,999890,18728946.0,2.87,0.0,0.0,464174,535716,0,13813.0
2022-02-25,2022,2,1000562,18767949.0,2.78,0.0,0.0,464515,536047,0,13828.0
2022-02-26,2022,2,1001509,18811642.0,2.79,0.0,0.0,464968,536541,0,13842.0
2022-02-27,2022,2,1001890,18836285.0,2.36,0.0,0.0,465131,536759,0,13856.0
2022-02-28,2022,2,1002279,18854570.0,2.25,0.0,0.0,465329,536950,0,13859.0
2022-03-01,2022,3,1002634,18874109.0,2.19,0.0,0.0,465482,537152,0,13872.0
2022-03-02,2022,3,1003039,18896559.0,2.06,0.0,0.0,465665,537374,0,13883.0
2022-03-03,2022,3,1003510,18930887.0,1.9,0.0,0.0,465871,537639,0,13897.0
2022-03-04,2022,3,1003908,18965140.0,1.85,0.0,0.0,466062,537846,0,13908.0
2022-03-05,2022,3,1004290,18995011.0,1.72,0.0,0.0,466246,538044,0,13913.0
2022-03-06,2022,3,1004539,19016996.0,1.63,0.0,0.0,466354,538185,0,13920.0
2022-03-07,2022,3,1004762,19028915.0,1.61,0.0,0.0,466472,538290,0,13925.0
2022-03-08,2022,3,1005056,19045969.0,1.61,0.0,0.0,466618,538438,0,13943.0
2022-03-09,2022,3,1005333,19064724.0,1.6,0.0,0.0,466751,538582,0,13955.0
2022-03-10,2022,3,1005716,19099624.0,1.58,0.0,0.0,466921,538795,0,13964.0
2022-03-11,2022,3,1006062,19124254.0,1.61,0.0,0.0,467077,538985,0,13972.0
2022-03-12,2022,3,1006432,19154984.0,1.58,0.0,0.0,467234,539198,0,13984.0
2022-03-13,2022,3,1006636,19180498.0,1.53,0.0,0.0,467331,539305,0,13996.0
2022-03-14,2022,3,1006782,19190550.0,1.43,0.0,0.0,467399,539383,0,13998.0
2022-03-15,2022,3,1007040,19199017.0,1.56,0.0,0.0,467509,539531,0,14006.0
2022-03-16,2022,3,1007372,19221421.0,1.51,0.0,0.0,467654,539718,0,14015.0
2022-03-17,2022,3,1007748,19251133.0,1.5,0.0,0.0,467811,539937,0,14018.0
2022-03-18,2022,3,1008178,19280938.0,1.47,0.0,0.0,468010,540168,0,14022.0
2022-03-19,2022,3,1008536,19311880.0,1.46,0.0,0.0,468171,540365,0,14029.0
2022-03-20,2022,3,1008740,19330352.0,1.53,0.0,0.0,468278,540462,0,14034.0
2022-03-21,2022,3,1008915,19343258.0,1.56,0.0,0.0,468353,540562,0,14040.0
2022-03-22,2022,3,1009097,19355302.0,1.43,0.0,0.0,468429,540668,0,14039.0
2022-03-23,2022,3,1009343,19371211.0,1.45,0.0,0.0,468524,540819,0,14047.0
2022-03-24,2022,3,1009705,19397772.0,1.48,0.0,0.0,468673,541032,0,14052.0
2022-03-25,2022,3,1010096,19427498.0,1.45,0.0,0.0,468835,541261,0,14054.0
2022-03-26,2022,3,1010497,19456363.0,1.47,0.0,0.0,469029,541468,0,14060.0
2022-03-27,2022,3,1010722,19471235.0,1.5,0.0,0.0,469130,541592,0,14062.0
2022-03-28,2022,3,1010934,19486034.0,1.53,0.0,0.0,469219,541715,0,14063.0
2022-03-29,2022,3,1011211,19501122.0,1.52,0.0,0.0,469330,541881,0,14067.0
2022-03-30,2022,3,1011498,19517482.0,1.55,0.0,0.0,469462,542036,0,14079.0
2022-03-31,2022,3,1011919,19551805.0,1.53,0.0,0.0,469643,542276,0,14081.0
2022-04-01,2022,4,1012357,19581932.0,1.6,0.0,0.0,469860,542497,0,14083.0
2022-04-02,2022,4,1012822,19614933.0,1.62,0.0,0.0,470066,542756,0,14091.0
2022-04-03,2022,4,1013089,19637189.0,1.58,0.0,0.0,470182,542907,0,14094.0
2022-04-04,2022,4,1013396,19648184.0,1.77,0.0,0.0,470334,543062,0,14097.0
2022-04-05,2022,4,1013696,239419.0,1.78,0.0,0.0,470476,543220,0,14099.0
2022-04-06,2022,4,1014223,19683630.0,1.94,0.0,0.0,470719,543504,0,14101.0
2022-04-07,2022,4,1014714,19711788.0,2.06,0.0,0.0,470941,543773,0,14104.0
2022-04-08,2022,4,1015358,19748815.0,2.1,0.0,0.0,471238,544120,0,14107.0
2022-04-09,2022,4,1016029,19781411.0,2.21,0.0,0.0,471563,544466,0,0.0
2022-04-10,2022,4,1016538,19805703.0,2.37,0.0,0.0,471787,544751,0,0.0
2022-04-11,2022,4,1016971,19820171.0,2.42,0.0,0.0,471973,544998,0,14113.0
2022-04-12,2022,4,1017470,19839070.0,2.53,0.0,0.0,472224,545246,0,14121.0
2022-04-13,2022,4,1017926,19854580.0,2.61,0.0,0.0,472429,545497,0,14127.0
2022-04-14,2022,4,1018701,19881161.0,2.76,0.0,0.0,472786,545915,0,14131.0
2022-04-15,2022,4,1019487,19903905.0,3.06,0.0,0.0,473163,546324,0,14134.0
2022-04-16,2022,4,1020351,19927822.0,3.27,0.0,0.0,473538,546813,0,14137.0
2022-04-17,2022,4,1021019,19944826.0,3.59,0.0,0.0,473829,547190,0,0.0
2022-04-18,2022,4,1021558,19954923.0,4.05,0.0,0.0,474053,547505,0,0.0
2022-04-19,2022,4,1022225,19971293.0,4.21,0.0,0.0,474362,547863,0,14143.0
2022-04-20,2022,4,1022861,19986980.0,4.38,0.0,0.0,474650,548211,0,14148.0
2022-04-21,2022,4,1023905,20014931.0,4.54,0.0,0.0,475091,548814,0,14154.0
2022-04-22,2022,4,1024920,20044306.0,4.57,0.0,0.0,475499,549421,0,14158.0
2022-04-23,2022,4,1025925,20080389.0,4.5,0.0,0.0,475948,549977,0,14161.0
2022-04-24,2022,4,1026708,20101783.0,4.49,0.0,0.0,476270,550438,0,0.0
2022-04-25,2022,4,1027188,20113805.0,4.26,0.0,0.0,476484,550704,0,0.0
2022-04-26,2022,4,1028026,20130649.0,4.57,0.0,0.0,476856,551170,0,14170.0
2022-04-27,2022,4,1028752,20151336.0,4.57,0.0,0.0,477185,551567,0,14177.0
2022-04-28,2022,4,1030144,20184964.0,4.55,0.0,0.0,477799,552345,0,14185.0
2022-04-29,2022,4,1031533,20218538.0,4.65,0.0,0.0,478408,553125,0,14192.0
2022-04-30,2022,4,1032775,20247946.0,4.93,0.0,0.0,478963,553812,0,14198.0
2022-05-01,2022,5,1033503,20265334.0,5.02,0.0,0.0,479294,554209,0,0.0
2022-05-02,2022,5,1034002,20275663.0,5.15,0.0,0.0,479516,554486,0,0.0
2022-05-03,2022,5,1035008,20300748.0,5.02,0.0,0.0,479997,555011,0,14213.0
2022-05-04,2022,5,1036338,20320409.0,5.33,0.0,0.0,480615,555723,0,14215.0
2022-05-05,2022,5,1037863,20347521.0,5.71,0.0,0.0,481278,556585,0,14217.0
2022-05-06,2022,5,1039776,20379589.0,6.05,0.0,0.0,482100,557676,0,14221.0
2022-05-07,2022,5,1041621,20428290.0,5.99,0.0,0.0,482860,558761,0,14230.0
2022-05-08,2022,5,1042836,20457325.0,6.02,0.0,0.0,483361,559475,0,0.0
2022-05-09,2022,5,1044095,20483416.0,6.0,0.0,0.0,483879,560216,0,0.0
2022-05-10,2022,5,1045721,20510310.0,6.22,0.0,0.0,484619,561102,0,14240.0
2022-05-11,2022,5,1047261,20532390.0,6.39,0.0,0.0,485272,561989,0,14245.0
2022-05-12,2022,5,1049471,20570317.0,6.46,0.0,0.0,486224,563247,0,14254.0
2022-05-13,2022,5,1051938,20621268.0,6.22,0.0,0.0,487243,564695,0,14255.0
2022-05-14,2022,5,1054547,20664680.0,6.57,0.0,0.0,488367,566180,0,14259.0
2022-05-15,2022,5,1056418,20690717.0,7.06,0.0,0.0,489162,567256,0,0.0
2022-05-16,2022,5,1057951,20709358.0,7.66,0.0,0.0,489824,568127,0,0.0
2022-05-17,2022,5,1060243,20732841.0,8.02,0.0,0.0,490817,569426,0,14277.0
2022-05-18,2022,5,1062235,20763112.0,7.96,0.0,0.0,491718,570517,0,14280.0
2022-05-19,2022,5,1065005,20801411.0,8.12,0.0,0.0,492907,572098,0,14282.0
2022-05-20,2022,5,1068021,20847508.0,8.39,0.0,0.0,494163,573858,0,14285.0
2022-05-21,2022,5,1070205,20882272.0,8.55,0.0,0.0,495134,575071,0,14288.0
2022-05-22,2022,5,1072053,20913112.0,8.42,0.0,0.0,495960,576093,0,0.0
2022-05-23,2022,5,1073657,20931819.0,8.51,0.0,0.0,496679,576978,0,0.0
2022-05-24,2022,5,1076139,20953245.0,8.67,0.0,0.0,497728,578411,0,14302.0
2022-05-25,2022,5,1078122,20988969.0,8.54,0.0,0.0,498621,579501,0,14314.0
2022-05-26,2022,5,1080747,21030447.0,8.48,0.0,0.0,499780,580967,0,14325.0
