ReportDate,year,month,TotalCases,TotalTests,PosTestPercent,NegativeTests,total_hospitalized,genMale,genFemale,genUnkn,deaths
2022-05-27,2022,5,1083424,21069442.0,8.55,0.0,0.0,500906,582518,0,14327.0
2022-05-28,2022,5,1085628,21103793.0,8.57,0.0,0.0,501868,583760,0,14330.0
2022-05-29,2022,5,1087460,21132905.0,8.59,0.0,0.0,502678,584782,0,0.0
2022-05-30,2022,5,1088992,21154400.0,8.43,0.0,0.0,503377,585615,0,0.0
2022-05-31,2022,5,1090136,21170883.0,8.22,0.0,0.0,503876,586260,0,0.0
2022-06-01,2022,6,1091909,21198799.0,8.13,0.0,0.0,504646,587263,0,14346.0
2022-06-02,2022,6,1093414,21222206.0,8.05,0.0,0.0,505296,588118,0,14353.0
2022-06-03,2022,6,1095903,21257605.0,8.15,0.0,0.0,506409,589494,0,14362.0
2022-06-04,2022,6,1098271,21284944.0,8.37,0.0,0.0,507465,590806,0,14367.0
2022-06-05,2022,6,1099742,21311712.0,8.24,0.0,0.0,508096,591646,0,0.0
2022-06-06,2022,6,1100899,21324306.0,8.53,0.0,0.0,508608,592291,0,0.0
2022-06-07,2022,6,1102725,21350636.0,8.18,0.0,0.0,509404,593321,0,14384.0
2022-06-08,2022,6,1104084,21365993.0,8.85,0.0,0.0,510033,594051,0,14387.0
2022-06-09,2022,6,1105840,21392704.0,8.92,0.0,0.0,510813,595027,0,14393.0
2022-06-10,2022,6,1107391,21414061.0,8.86,0.0,0.0,511469,595922,0,14404.0
2022-06-11,2022,6,1109279,21446043.0,8.46,0.0,0.0,512308,596971,0,14411.0
2022-06-12,2022,6,1110422,21464323.0,8.59,0.0,0.0,512804,597618,0,0.0
2022-06-13,2022,6,1111364,21479560.0,8.12,0.0,0.0,513224,598140,0,0.0
2022-06-14,2022,6,1112705,21494336.0,8.39,0.0,0.0,513805,598900,0,14427.0
2022-06-15,2022,6,1113849,21513468.0,7.93,0.0,0.0,514295,599554,0,14435.0
2022-06-16,2022,6,1115482,21539267.0,7.91,0.0,0.0,515002,600480,0,14444.0
2022-06-17,2022,6,1117397,21564653.0,8.01,0.0,0.0,515851,601546,0,14452.0
2022-06-18,2022,6,1118785,21590347.0,7.87,0.0,0.0,516457,602328,0,14462.0
2022-06-19,2022,6,1119773,21611253.0,7.59,0.0,0.0,516905,602868,0,0.0
2022-06-20,2022,6,1120627,21621521.0,8.0,0.0,0.0,517267,603360,0,0.0
2022-06-21,2022,6,1121332,21637610.0,7.61,0.0,0.0,517558,603774,0,0.0
2022-06-22,2022,6,1122792,21657037.0,7.55,0.0,0.0,518173,604619,0,14485.0
2022-06-23,2022,6,1124390,21681704.0,7.57,0.0,0.0,518879,605511,0,14489.0
2022-06-24,2022,6,1126088,21707325.0,7.39,0.0,0.0,519592,606496,0,14493.0
2022-06-25,2022,6,1127722,21734079.0,7.54,0.0,0.0,520301,607421,0,14498.0
2022-06-26,2022,6,1128954,21755639.0,7.79,0.0,0.0,520854,608100,0,0.0
2022-06-27,2022,6,1129910,21765318.0,7.98,0.0,0.0,521270,608640,0,0.0
2022-06-28,2022,6,1131371,21783331.0,8.4,0.0,0.0,521918,609453,0,14511.0
2022-06-29,2022,6,1132805,21803029.0,8.61,0.0,0.0,522553,610252,0,14517.0
2022-06-30,2022,6,1134521,21825440.0,8.74,0.0,0.0,523359,611162,0,14522.0
2022-07-01,2022,7,1136317,21852885.0,8.74,0.0,0.0,524131,612186,0,14527.0
2022-07-02,2022,7,1137909,21874825.0,8.87,0.0,0.0,524844,613065,0,14538.0
2022-07-03,2022,7,1139060,21888563.0,9.35,0.0,0.0,525326,613734,0,0.0
2022-07-04,2022,7,1140205,21897719.0,9.58,0.0,0.0,525810,614395,0,0.0
2022-07-05,2022,7,1140986,21908383.0,9.81,0.0,0.0,526179,614807,0,0.0
2022-07-06,2022,7,1142366,21923574.0,9.72,0.0,0.0,526766,615600,0,14559.0
2022-07-07,2022,7,1143571,21943768.0,9.45,0.0,0.0,527293,616278,0,14561.0
2022-07-08,2022,7,1145444,21968720.0,9.58,0.0,0.0,528114,617330,0,14568.0
2022-07-09,2022,7,1147362,21992836.0,9.76,0.0,0.0,528955,618407,0,14571.0
2022-07-10,2022,7,1148684,22019433.0,9.14,0.0,0.0,529522,619162,0,0.0
2022-07-11,2022,7,1149675,22029077.0,9.02,0.0,0.0,529971,619704,0,0.0
2022-07-12,2022,7,1151423,22046906.0,8.76,0.0,0.0,530756,620667,0,14585.0
2022-07-13,2022,7,1153203,22065841.0,9.11,0.0,0.0,531523,621680,0,14594.0
2022-07-14,2022,7,1154979,22091177.0,9.4,0.0,0.0,532289,622690,0,14599.0
2022-07-15,2022,7,1156761,22118137.0,9.31,0.0,0.0,533043,623718,0,14609.0
2022-07-16,2022,7,1158585,22145880.0,9.07,0.0,0.0,533830,624755,0,14614.0
2022-07-17,2022,7,1159870,22166520.0,9.28,0.0,0.0,534357,625513,0,0.0
2022-07-18,2022,7,1160942,22176278.0,9.48,0.0,0.0,534820,626122,0,0.0
2022-07-19,2022,7,1162099,22192553.0,9.47,0.0,0.0,535358,626741,0,14627.0
2022-07-20,2022,7,1164135,22207731.0,9.79,0.0,0.0,536230,627905,0,14629.0
2022-07-21,2022,7,1166193,22225317.0,10.42,0.0,0.0,537108,629085,0,14636.0
2022-07-22,2022,7,1167922,22247616.0,10.47,0.0,0.0,537816,630106,0,14644.0
2022-07-23,2022,7,1169781,22264351.0,11.13,0.0,0.0,538614,631167,0,14651.0
2022-07-24,2022,7,1170839,22287200.0,10.82,0.0,0.0,539076,631763,0,0.0
2022-07-25,2022,7,1171947,22297175.0,10.82,0.0,0.0,539558,632389,0,0.0
2022-07-26,2022,7,1173854,22316156.0,10.86,0.0,0.0,540438,633416,0,14673.0
2022-07-27,2022,7,1175517,22337989.0,10.34,0.0,0.0,541201,634316,0,14693.0
2022-07-28,2022,7,1177492,22358392.0,9.97,0.0,0.0,542083,635409,0,14704.0
2022-07-29,2022,7,1179405,22376983.0,10.52,0.0,0.0,542963,636442,0,14704.0
2022-07-30,2022,7,1181209,22393798.0,10.5,0.0,0.0,543712,637497,0,14715.0
2022-07-31,2022,7,1182443,22407598.0,11.41,0.0,0.0,544268,638175,0,0.0
2022-08-01,2022,8,1183502,22417426.0,11.37,0.0,0.0,544722,638780,0,0.0
2022-08-02,2022,8,1185185,22427939.0,12.03,0.0,0.0,545434,639751,0,14726.0
2022-08-03,2022,8,1186717,22440595.0,12.75,0.0,0.0,546176,640541,0,14737.0
2022-08-04,2022,8,1188690,22458212.0,13.05,0.0,0.0,547058,641632,0,14737.0
2022-08-05,2022,8,1190410,22474249.0,12.97,0.0,0.0,547807,642603,0,14742.0
2022-08-06,2022,8,1191962,22491836.0,12.62,0.0,0.0,548528,643434,0,14746.0
2022-08-07,2022,8,1193041,22504122.0,12.47,0.0,0.0,549048,643993,0,0.0
2022-08-08,2022,8,1194005,22517023.0,12.01,0.0,0.0,549471,644534,0,0.0
2022-08-09,2022,8,1195735,22530076.0,11.7,0.0,0.0,550258,645477,0,14761.0
2022-08-10,2022,8,1197484,22546256.0,11.46,0.0,0.0,551104,646380,0,14772.0
2022-08-11,2022,8,1199400,22567945.0,11.16,0.0,0.0,552022,647378,0,14784.0
2022-08-12,2022,8,1201340,22588547.0,11.05,0.0,0.0,552908,648432,0,14790.0
2022-08-13,2022,8,1202880,22602718.0,11.39,0.0,0.0,553559,649321,0,14794.0
2022-08-14,2022,8,1203804,22613269.0,11.39,0.0,0.0,553958,649846,0,0.0
2022-08-15,2022,8,1204473,22624277.0,11.03,0.0,0.0,554264,650209,0,0.0
2022-08-16,2022,8,1205774,22632436.0,11.3,0.0,0.0,554846,650928,0,14815.0
2022-08-17,2022,8,1207014,22644666.0,11.27,0.0,0.0,555400,651614,0,14824.0
2022-08-18,2022,8,1208791,22661409.0,11.45,0.0,0.0,556187,652604,0,14832.0
2022-08-19,2022,8,1210317,22677207.0,11.38,0.0,0.0,556844,653473,0,14838.0
2022-08-20,2022,8,1211634,22690042.0,11.29,0.0,0.0,557411,654223,0,14845.0
2022-08-21,2022,8,1212504,22702208.0,11.09,0.0,0.0,557812,654692,0,0.0
2022-08-22,2022,8,1213200,22709653.0,11.75,0.0,0.0,558115,655085,0,0.0
2022-08-23,2022,8,1214585,22718531.0,11.61,0.0,0.0,558704,655881,0,14857.0
2022-08-24,2022,8,1215687,22729718.0,11.45,0.0,0.0,559189,656498,0,14865.0
2022-08-25,2022,8,1217056,22744590.0,11.18,0.0,0.0,559780,657276,0,14876.0
2022-08-26,2022,8,1218315,22757787.0,11.13,0.0,0.0,560327,657988,0,14882.0
2022-08-27,2022,8,1219602,22771528.0,11.04,0.0,0.0,560873,658729,0,14890.0
2022-08-28,2022,8,1220351,22782618.0,10.91,0.0,0.0,561210,659141,0,0.0
2022-08-29,2022,8,1221015,22789985.0,10.81,0.0,0.0,561490,659525,0,0.0
2022-08-30,2022,8,1222150,22797148.0,10.77,0.0,0.0,561996,660154,0,14906.0
2022-08-31,2022,8,1223111,22808268.0,10.63,0.0,0.0,562422,660689,0,14919.0
2022-09-01,2022,9,1224460,22823621.0,10.57,0.0,0.0,563009,661451,0,14925.0
2022-09-02,2022,9,1225536,22835808.0,10.56,0.0,0.0,563452,662084,0,14930.0
2022-09-03,2022,9,1226697,22849104.0,10.44,0.0,0.0,563950,662747,0,14937.0
2022-09-04,2022,9,1227310,22859145.0,10.32,0.0,0.0,564216,663094,0,0.0
2022-09-05,2022,9,1227839,22865769.0,10.14,0.0,0.0,564458,663381,0,0.0
2022-09-06,2022,9,1228402,22872108.0,10.18,0.0,0.0,564718,663684,0,0.0
2022-09-07,2022,9,1229594,22879631.0,10.43,0.0,0.0,565225,664369,0,14957.0
2022-09-08,2022,9,1230484,22892056.0,10.1,0.0,0.0,565623,664861,0,14964.0
2022-09-09,2022,9,1231823,22908230.0,10.03,0.0,0.0,566203,665620,0,14977.0
2022-09-10,2022,9,1233088,22925732.0,9.76,0.0,0.0,566774,666314,0,14986.0
2022-09-11,2022,9,1233723,22936069.0,9.74,0.0,0.0,567065,666658,0,0.0
2022-09-12,2022,9,1234260,22943392.0,9.54,0.0,0.0,567312,666948,0,0.0
2022-09-13,2022,9,1235285,22951181.0,9.25,0.0,0.0,567730,667555,0,15003.0
2022-09-14,2022,9,1236299,22964290.0,8.94,0.0,0.0,568156,668143,0,15014.0
2022-09-15,2022,9,1237529,22982554.0,9.08,0.0,0.0,568716,668813,0,15023.0
2022-09-16,2022,9,1238735,22995917.0,9.05,0.0,0.0,569217,669518,0,15030.0
2022-09-17,2022,9,1239719,23010500.0,8.91,0.0,0.0,569662,670057,0,15040.0
2022-09-18,2022,9,1240285,23020032.0,8.93,0.0,0.0,569908,670377,0,0.0
2022-09-19,2022,9,1240817,23027104.0,8.94,0.0,0.0,570139,670678,0,0.0
2022-09-20,2022,9,1241702,23034890.0,8.7,0.0,0.0,570497,671205,0,15058.0
2022-09-21,2022,9,1242666,23046944.0,8.64,0.0,0.0,570946,671720,0,15069.0
2022-09-22,2022,9,1243756,23062452.0,8.52,0.0,0.0,571427,672329,0,15076.0
2022-09-23,2022,9,1244747,23075307.0,8.33,0.0,0.0,571854,672893,0,15080.0
2022-09-24,2022,9,1245732,23089178.0,8.41,0.0,0.0,572296,673436,0,15089.0
2022-09-25,2022,9,1246296,23098497.0,8.36,0.0,0.0,572541,673755,0,0.0
2022-09-26,2022,9,1246703,23104730.0,8.19,0.0,0.0,572709,673994,0,0.0
2022-09-27,2022,9,1247432,23111145.0,8.49,0.0,0.0,573010,674422,0,15105.0
2022-09-28,2022,9,1248321,23129174.0,8.23,0.0,0.0,573390,674931,0,15115.0
2022-09-29,2022,9,1249181,23141737.0,8.21,0.0,0.0,573753,675428,0,15119.0
2022-09-30,2022,9,1250032,23154018.0,8.12,0.0,0.0,574119,675913,0,15127.0
2022-10-01,2022,10,1250844,23164961.0,8.21,0.0,0.0,574481,676363,0,15130.0
2022-10-02,2022,10,1251367,23173094.0,8.27,0.0,0.0,574713,676654,0,0.0
2022-10-03,2022,10,1251732,23179181.0,8.23,0.0,0.0,574876,676856,0,0.0
2022-10-04,2022,10,1252358,23185730.0,8.06,0.0,0.0,575153,677205,0,15140.0
2022-10-05,2022,10,1253043,23197590.0,7.88,0.0,0.0,575453,677590,0,15146.0
2022-10-06,2022,10,1253880,23210859.0,7.86,0.0,0.0,575842,678038,0,15147.0
2022-10-07,2022,10,1254665,23221371.0,7.89,0.0,0.0,576178,678487,0,15151.0
2022-10-08,2022,10,1255384,23232546.0,7.65,0.0,0.0,576499,678885,0,15155.0
2022-10-09,2022,10,1255803,23240942.0,7.56,0.0,0.0,576673,679130,0,0.0
2022-10-10,2022,10,1256162,23247128.0,7.53,0.0,0.0,576830,679332,0,0.0
2022-10-11,2022,10,1256576,23253960.0,7.41,0.0,0.0,577008,679568,0,0.0
2022-10-12,2022,10,1257358,23261230.0,7.64,0.0,0.0,577339,680019,0,15183.0
2022-10-13,2022,10,1258064,23274244.0,7.49,0.0,0.0,577649,680415,0,15192.0
2022-10-14,2022,10,1258813,23285575.0,7.35,0.0,0.0,577986,680827,0,15197.0
2022-10-15,2022,10,1259596,23297630.0,7.4,0.0,0.0,578321,681275,0,15206.0
2022-10-16,2022,10,1260022,23305808.0,7.31,0.0,0.0,578522,681500,0,0.0
2022-10-17,2022,10,1260407,23312104.0,7.31,0.0,0.0,578702,681705,0,0.0
2022-10-18,2022,10,1261145,23319089.0,7.35,0.0,0.0,579017,682128,0,15221.0
2022-10-19,2022,10,1261834,23328904.0,7.35,0.0,0.0,579315,682519,0,15224.0
2022-10-20,2022,10,1262591,23343105.0,7.27,0.0,0.0,579658,682933,0,15226.0
2022-10-21,2022,10,1263279,23354686.0,7.2,0.0,0.0,579945,683334,0,15232.0
2022-10-22,2022,10,1263955,23364733.0,7.12,0.0,0.0,580215,683740,0,15239.0
2022-10-23,2022,10,1264359,23373606.0,7.05,0.0,0.0,580394,683965,0,0.0
2022-10-24,2022,10,1264731,23380295.0,6.98,0.0,0.0,580552,684179,0,0.0
2022-10-25,2022,10,1265356,23387256.0,6.73,0.0,0.0,580793,684563,0,15256.0
2022-10-26,2022,10,1265975,23396542.0,6.72,0.0,0.0,581046,684929,0,15257.0
2022-10-27,2022,10,1266881,23410480.0,6.95,0.0,0.0,581436,685445,0,15265.0
2022-10-28,2022,10,1267740,23422841.0,7.05,0.0,0.0,581781,685959,0,15276.0
2022-10-29,2022,10,1268559,23434904.0,7.17,0.0,0.0,582110,686449,0,15284.0
2022-10-30,2022,10,1269007,23443524.0,7.25,0.0,0.0,582298,686709,0,0.0
2022-10-31,2022,10,1269331,23449806.0,7.22,0.0,0.0,582452,686879,0,0.0
2022-11-01,2022,11,1270143,23457678.0,7.39,0.0,0.0,582827,687316,0,15293.0
2022-11-02,2022,11,1270844,23466904.0,7.45,0.0,0.0,583124,687720,0,15304.0
2022-11-03,2022,11,1271740,23480916.0,7.41,0.0,0.0,583511,688229,0,15311.0
2022-11-04,2022,11,1272575,23493722.0,7.41,0.0,0.0,583890,688685,0,15318.0
2022-11-05,2022,11,1273447,23505309.0,7.51,0.0,0.0,584263,689184,0,15319.0
2022-11-06,2022,11,1273923,23514669.0,7.47,0.0,0.0,584467,689456,0,0.0
2022-11-07,2022,11,1274374,23522075.0,7.6,0.0,0.0,584655,689719,0,0.0
2022-11-08,2022,11,1275208,23530484.0,7.47,0.0,0.0,585006,690202,0,15329.0
2022-11-09,2022,11,1275755,23539855.0,7.29,0.0,0.0,585251,690504,0,0.0
2022-11-10,2022,11,1276558,23551009.0,7.24,0.0,0.0,585611,690947,0,15339.0
2022-11-11,2022,11,1277302,23563520.0,7.23,0.0,0.0,585914,691388,0,15344.0
2022-11-12,2022,11,1277807,23574939.0,7.01,0.0,0.0,586141,691666,0,0.0
2022-11-13,2022,11,1278191,23582710.0,7.01,0.0,0.0,586311,691880,0,0.0
2022-11-14,2022,11,1278443,23588053.0,6.74,0.0,0.0,586406,692037,0,0.0
2022-11-15,2022,11,1279209,23594788.0,6.72,0.0,0.0,586703,692506,0,15369.0
2022-11-16,2022,11,1279883,23604006.0,6.95,0.0,0.0,586997,692886,0,15377.0
2022-11-17,2022,11,1280630,23617261.0,6.89,0.0,0.0,587290,693340,0,15382.0
2022-11-18,2022,11,1281358,23628508.0,6.9,0.0,0.0,587613,693745,0,15385.0
2022-11-19,2022,11,1282108,23638522.0,7.07,0.0,0.0,587916,694192,0,15393.0
2022-11-20,2022,11,1282558,23646298.0,6.92,0.0,0.0,588108,694450,0,0.0
2022-11-21,2022,11,1282861,23652143.0,7.03,0.0,0.0,588247,694614,0,0.0
2022-11-22,2022,11,1283535,23668144.0,6.86,0.0,0.0,588538,694997,0,15411.0
2022-11-23,2022,11,1284176,23679013.0,6.63,0.0,0.0,588814,695362,0,15416.0
2022-11-24,2022,11,1284907,23690483.0,6.79,0.0,0.0,589109,695798,0,15427.0
2022-11-25,2022,11,1285402,23699183.0,6.99,0.0,0.0,589338,696064,0,0.0
2022-11-26,2022,11,1285699,23705146.0,6.94,0.0,0.0,589468,696231,0,0.0
2022-11-27,2022,11,1286060,23710849.0,7.35,0.0,0.0,589615,696445,0,0.0
2022-11-28,2022,11,1286437,23716497.0,7.66,0.0,0.0,589781,696656,0,0.0
2022-11-29,2022,11,1287515,23724390.0,8.14,0.0,0.0,590231,697284,0,15450.0
2022-11-30,2022,11,1288308,23734403.0,8.47,0.0,0.0,590573,697735,0,15460.0
2022-12-01,2022,12,1289606,23749774.0,8.84,0.0,0.0,591126,698480,0,15471.0
2022-12-02,2022,12,1290858,23760755.0,9.19,0.0,0.0,591663,699195,0,15474.0
2022-12-03,2022,12,1291854,23771096.0,9.7,0.0,0.0,592090,699764,0,15482.0
2022-12-04,2022,12,1292708,23779875.0,9.92,0.0,0.0,592461,700247,0,0.0
2022-12-05,2022,12,1293171,23785641.0,10.12,0.0,0.0,592651,700520,0,0.0
2022-12-06,2022,12,1294038,23792411.0,10.48,0.0,0.0,592998,701040,0,15501.0
2022-12-07,2022,12,1294916,23802924.0,10.65,0.0,0.0,593388,701528,0,15511.0
2022-12-08,2022,12,1295950,23814814.0,10.62,0.0,0.0,593811,702139,0,15518.0
2022-12-09,2022,12,1297092,23825734.0,10.71,0.0,0.0,594305,702787,0,15526.0
2022-12-10,2022,12,1298214,23835286.0,10.99,0.0,0.0,594753,703461,0,15534.0
2022-12-11,2022,12,1298884,23843626.0,11.09,0.0,0.0,595019,703865,0,0.0
2022-12-12,2022,12,1299374,23849576.0,11.21,0.0,0.0,595229,704145,0,0.0
2022-12-13,2022,12,1300511,23856020.0,11.35,0.0,0.0,595685,704826,0,15551.0
2022-12-14,2022,12,1301555,23865677.0,11.69,0.0,0.0,596157,705398,0,15556.0
2022-12-15,2022,12,1302774,23877573.0,11.98,0.0,0.0,596661,706113,0,15567.0
2022-12-16,2022,12,1303829,23888787.0,12.16,0.0,0.0,597113,706716,0,15575.0
2022-12-17,2022,12,1305200,23898376.0,12.16,0.0,0.0,597722,707478,0,15577.0
2022-12-18,2022,12,1306048,23906830.0,12.55,0.0,0.0,598094,707954,0,0.0
2022-12-19,2022,12,1306687,23912615.0,13.03,0.0,0.0,598334,708353,0,0.0
2022-12-20,2022,12,1307477,23920087.0,13.07,0.0,0.0,598670,708807,0,15605.0
2022-12-21,2022,12,1309092,23929836.0,13.2,0.0,0.0,599367,709725,0,15614.0
2022-12-22,2022,12,1310137,23942273.0,13.31,0.0,0.0,599825,710312,0,15624.0
2022-12-23,2022,12,1311398,23952828.0,13.32,0.0,0.0,600365,711033,0,15631.0
2022-12-24,2022,12,1312629,23961764.0,13.83,0.0,0.0,600867,711762,0,0.0
2022-12-25,2022,12,1313327,23968820.0,13.86,0.0,0.0,601145,712182,0,0.0
2022-12-26,2022,12,1313863,23973708.0,13.99,0.0,0.0,601373,712490,0,0.0
2022-12-27,2022,12,1314339,23977756.0,14.43,0.0,0.0,601579,712760,0,0.0
2022-12-28,2022,12,1314971,23983926.0,14.45,0.0,0.0,601894,713077,0,15664.0
2022-12-29,2022,12,1316662,23992851.0,14.94,0.0,0.0,602600,714062,0,15678.0
2022-12-30,2022,12,1318234,24003524.0,15.17,0.0,0.0,603251,714983,0,15691.0
2022-12-31,2022,12,1319516,24012589.0,15.21,0.0,0.0,603775,715741,0,15697.0
2023-01-01,2023,1,1320383,24021188.0,15.23,0.0,0.0,604159,716224,0,0.0
2023-01-02,2023,1,1320973,24026552.0,15.33,0.0,0.0,604414,716559,0,0.0
2023-01-03,2023,1,1321443,24031418.0,15.08,0.0,0.0,604622,716821,0,0.0
2023-01-04,2023,1,1322943,24037778.0,15.21,0.0,0.0,605240,717703,0,15732.0
2023-01-05,2023,1,1324276,24048021.0,15.09,0.0,0.0,605814,718462,0,15749.0
2023-01-06,2023,1,1325699,24058938.0,15.08,0.0,0.0,606414,719285,0,15762.0
2023-01-07,2023,1,1327159,24070629.0,14.71,0.0,0.0,606961,720198,0,15773.0
2023-01-08,2023,1,1327994,24078209.0,14.67,0.0,0.0,607366,720628,0,0.0
2023-01-09,2023,1,1328570,24083440.0,14.32,0.0,0.0,607587,720983,0,0.0
2023-01-10,2023,1,1330123,24090277.0,14.38,0.0,0.0,608210,721913,0,15800.0
2023-01-11,2023,1,1331022,24099597.0,13.77,0.0,0.0,608519,722503,0,15809.0
2023-01-12,2023,1,1332022,24109169.0,13.27,0.0,0.0,608964,723058,0,15816.0
2023-01-13,2023,1,1333095,24117879.0,13.06,0.0,0.0,609479,723616,0,15829.0
2023-01-14,2023,1,1333923,24125618.0,12.66,0.0,0.0,609850,724073,0,15843.0
2023-01-15,2023,1,1334484,24132620.0,12.03,0.0,0.0,610047,724437,0,0.0
2023-01-16,2023,1,1334850,24135850.0,11.79,0.0,0.0,610166,724684,0,0.0
2023-01-17,2023,1,1335276,24139808.0,11.41,0.0,0.0,610401,724875,0,0.0
2023-01-18,2023,1,1336429,24147964.0,11.54,0.0,0.0,610948,725481,0,15882.0
2023-01-19,2023,1,1337277,24156071.0,11.41,0.0,0.0,611306,725971,0,15889.0
2023-01-20,2023,1,1337975,24164742.0,11.01,0.0,0.0,611586,726389,0,15898.0
2023-01-21,2023,1,1339074,24173575.0,11.24,0.0,0.0,611971,727103,0,15916.0
2023-01-22,2023,1,1339655,24179636.0,11.58,0.0,0.0,612184,727471,0,0.0
2023-01-23,2023,1,1340150,24184004.0,11.74,0.0,0.0,612396,727754,0,0.0
2023-01-24,2023,1,1341123,24189143.0,11.72,0.0,0.0,612873,728250,0,15940.0
2023-01-25,2023,1,1342082,24197445.0,12.03,0.0,0.0,613367,728715,0,15947.0
2023-01-26,2023,1,1343049,24207165.0,11.77,0.0,0.0,613827,729222,0,15952.0
2023-01-27,2023,1,1343906,24215768.0,11.94,0.0,0.0,614149,729757,0,15962.0
2023-01-28,2023,1,1344695,24222600.0,11.71,0.0,0.0,614439,730256,0,15971.0
2023-01-29,2023,1,1345060,24229033.0,11.25,0.0,0.0,614606,730454,0,0.0
2023-01-30,2023,1,1345423,24233705.0,10.91,0.0,0.0,614766,730657,0,0.0
2023-01-31,2023,1,1346196,24238450.0,10.7,0.0,0.0,615052,731144,0,15987.0
2023-02-01,2023,2,1346906,24246018.0,10.23,0.0,0.0,615296,731610,0,16000.0
2023-02-02,2023,2,1347496,24255480.0,10.14,0.0,0.0,615523,731973,0,16012.0
2023-02-03,2023,2,1348327,24263603.0,9.8,0.0,0.0,615818,732509,0,16021.0
2023-02-04,2023,2,1349167,24271173.0,9.76,0.0,0.0,616216,732951,0,16035.0
2023-02-05,2023,2,1349663,24277327.0,9.87,0.0,0.0,616494,733169,0,0.0
2023-02-06,2023,2,1349981,24280192.0,9.81,0.0,0.0,616690,733291,0,0.0
2023-02-07,2023,2,1350782,24286537.0,9.74,0.0,0.0,617098,733684,0,16054.0
2023-02-08,2023,2,1351408,24294335.0,9.45,0.0,0.0,617390,734018,0,16062.0
2023-02-09,2023,2,1352156,24302668.0,9.58,0.0,0.0,617652,734504,0,16068.0
2023-02-10,2023,2,1352861,24309621.0,9.62,0.0,0.0,617884,734977,0,16078.0
2023-02-11,2023,2,1353559,24317596.0,9.29,0.0,0.0,618147,735412,0,16084.0
2023-02-12,2023,2,1354053,24323858.0,9.24,0.0,0.0,618321,735732,0,0.0
2023-02-13,2023,2,1354372,24327669.0,9.0,0.0,0.0,618410,735962,0,0.0
2023-02-14,2023,2,1355092,24331910.0,8.98,0.0,0.0,618802,736290,0,16110.0
2023-02-15,2023,2,1355614,24338473.0,9.05,0.0,0.0,619056,736558,0,16118.0
2023-02-16,2023,2,1356264,24346516.0,8.79,0.0,0.0,619398,736866,0,16122.0
2023-02-17,2023,2,1356871,24354953.0,8.54,0.0,0.0,619687,737184,0,16132.0
2023-02-18,2023,2,1357408,24361462.0,8.51,0.0,0.0,619906,737502,0,16135.0
2023-02-19,2023,2,1357818,24367144.0,8.35,0.0,0.0,620034,737784,0,0.0
2023-02-20,2023,2,1358125,24370519.0,8.31,0.0,0.0,620121,738004,0,0.0
2023-02-21,2023,2,1358428,24374333.0,8.09,0.0,0.0,620311,738117,0,0.0
2023-02-22,2023,2,1359115,24380085.0,7.85,0.0,0.0,620673,738442,0,16162.0
2023-02-23,2023,2,1359586,24386603.0,7.85,0.0,0.0,620836,738750,0,16164.0
2023-02-24,2023,2,1360120,24394519.0,7.74,0.0,0.0,621024,739096,0,16172.0
2023-02-25,2023,2,1360696,24402559.0,7.39,0.0,0.0,621314,739382,0,16182.0
2023-02-26,2023,2,1360996,24407890.0,7.09,0.0,0.0,621446,739550,0,0.0
2023-02-27,2023,2,1361281,24411857.0,6.83,0.0,0.0,621527,739754,0,0.0
2023-02-28,2023,2,1361777,24416494.0,6.64,0.0,0.0,621786,739991,0,16199.0
2023-03-01,2023,3,1362196,24422615.0,6.54,0.0,0.0,621955,740241,0,16212.0
2023-03-02,2023,3,1362685,24429988.0,6.3,0.0,0.0,622097,740588,0,16223.0
2023-03-03,2023,3,1363061,24437822.0,6.04,0.0,0.0,622197,740864,0,16229.0
2023-03-04,2023,3,1363586,24444179.0,6.06,0.0,0.0,622365,741221,0,16236.0
2023-03-05,2023,3,1363857,24449958.0,5.88,0.0,0.0,622548,741309,0,0.0
2023-03-06,2023,3,1364092,24453193.0,5.69,0.0,0.0,622707,741385,0,0.0
2023-03-07,2023,3,1364500,24457164.0,5.58,0.0,0.0,622924,741576,0,16250.0
2023-03-08,2023,3,1364866,24463008.0,5.51,0.0,0.0,623039,741827,0,16258.0
2023-03-09,2023,3,1365297,24469501.0,5.43,0.0,0.0,623174,742123,0,16267.0
2023-03-10,2023,3,1365705,24475816.0,5.45,0.0,0.0,623298,742407,0,16271.0
2023-03-11,2023,3,1366075,24481224.0,5.3,0.0,0.0,623505,742570,0,16276.0
2023-03-12,2023,3,1366355,24485846.0,5.48,0.0,0.0,623679,742676,0,0.0
2023-03-13,2023,3,1366569,24489193.0,5.42,0.0,0.0,623787,742782,0,0.0
2023-03-14,2023,3,1366929,24492693.0,5.23,0.0,0.0,623895,743034,0,16290.0
2023-03-15,2023,3,1367297,24498115.0,5.13,0.0,0.0,624004,743293,0,16293.0
2023-03-16,2023,3,1367596,24503820.0,5.01,0.0,0.0,624154,743442,0,16298.0
2023-03-17,2023,3,1367951,24509844.0,4.84,0.0,0.0,624354,743597,0,16306.0
2023-03-18,2023,3,1368269,24514094.0,4.79,0.0,0.0,624477,743792,0,16309.0
2023-03-19,2023,3,1368456,24516968.0,4.62,0.0,0.0,624513,743943,0,0.0
2023-03-20,2023,3,1368629,24519655.0,4.4,0.0,0.0,624587,744042,0,0.0
