ReportDate,year,genMale,genFemale,genUnkn
2022-11-19,2022,587916,694192,0
2022-11-20,2022,588108,694450,0
2022-11-21,2022,588247,694614,0
2022-11-22,2022,588538,694997,0
2022-11-23,2022,588814,695362,0
2022-11-24,2022,589109,695798,0
2022-11-25,2022,589338,696064,0
2022-11-26,2022,589468,696231,0
2022-11-27,2022,589615,696445,0
2022-11-28,2022,589781,696656,0
2022-11-29,2022,590231,697284,0
2022-11-30,2022,590573,697735,0
2022-12-01,2022,591126,698480,0
2022-12-02,2022,591663,699195,0
2022-12-03,2022,592090,699764,0
2022-12-04,2022,592461,700247,0
2022-12-05,2022,592651,700520,0
2022-12-06,2022,592998,701040,0
2022-12-07,2022,593388,701528,0
2022-12-08,2022,593811,702139,0
2022-12-09,2022,594305,702787,0
2022-12-10,2022,594753,703461,0
2022-12-11,2022,595019,703865,0
2022-12-12,2022,595229,704145,0
2022-12-13,2022,595685,704826,0
2022-12-14,2022,596157,705398,0
2022-12-15,2022,596661,706113,0
2022-12-16,2022,597113,706716,0
2022-12-17,2022,597722,707478,0
2022-12-18,2022,598094,707954,0
2022-12-19,2022,598334,708353,0
2022-12-20,2022,598670,708807,0
2022-12-21,2022,599367,709725,0
2022-12-22,2022,599825,710312,0
2022-12-23,2022,600365,711033,0
2022-12-24,2022,600867,711762,0
2022-12-25,2022,601145,712182,0
2022-12-26,2022,601373,712490,0
2022-12-27,2022,601579,712760,0
2022-12-28,2022,601894,713077,0
2022-12-29,2022,602600,714062,0
2022-12-30,2022,603251,714983,0
2022-12-31,2022,603775,715741,0
2023-01-01,2023,604159,716224,0
2023-01-02,2023,604414,716559,0
2023-01-03,2023,604622,716821,0
2023-01-04,2023,605240,717703,0
2023-01-05,2023,605814,718462,0
2023-01-06,2023,606414,719285,0
2023-01-07,2023,606961,720198,0
2023-01-08,2023,607366,720628,0
2023-01-09,2023,607587,720983,0
2023-01-10,2023,608210,721913,0
2023-01-11,2023,608519,722503,0
2023-01-12,2023,608964,723058,0
2023-01-13,2023,609479,723616,0
2023-01-14,2023,609850,724073,0
2023-01-15,2023,610047,724437,0
2023-01-16,2023,610166,724684,0
2023-01-17,2023,610401,724875,0
2023-01-18,2023,610948,725481,0
2023-01-19,2023,611306,725971,0
2023-01-20,2023,611586,726389,0
2023-01-21,2023,611971,727103,0
2023-01-22,2023,612184,727471,0
2023-01-23,2023,612396,727754,0
2023-01-24,2023,612873,728250,0
2023-01-25,2023,613367,728715,0
2023-01-26,2023,613827,729222,0
2023-01-27,2023,614149,729757,0
2023-01-28,2023,614439,730256,0
2023-01-29,2023,614606,730454,0
2023-01-30,2023,614766,730657,0
2023-01-31,2023,615052,731144,0
2023-02-01,2023,615296,731610,0
2023-02-02,2023,615523,731973,0
2023-02-03,2023,615818,732509,0
2023-02-04,2023,616216,732951,0
2023-02-05,2023,616494,733169,0
2023-02-06,2023,616690,733291,0
2023-02-07,2023,617098,733684,0
2023-02-08,2023,617390,734018,0
2023-02-09,2023,617652,734504,0
2023-02-10,2023,617884,734977,0
2023-02-11,2023,618147,735412,0
2023-02-12,2023,618321,735732,0
2023-02-13,2023,618410,735962,0
2023-02-14,2023,618802,736290,0
2023-02-15,2023,619056,736558,0
2023-02-16,2023,619398,736866,0
2023-02-17,2023,619687,737184,0
2023-02-18,2023,619906,737502,0
2023-02-19,2023,620034,737784,0
2023-02-20,2023,620121,738004,0
2023-02-21,2023,620311,738117,0
2023-02-22,2023,620673,738442,0
2023-02-23,2023,620836,738750,0
2023-02-24,2023,621024,739096,0
2023-02-25,2023,621314,739382,0
2023-02-26,2023,621446,739550,0
2023-02-27,2023,621527,739754,0
2023-02-28,2023,621786,739991,0
2023-03-01,2023,621955,740241,0
2023-03-02,2023,622097,740588,0
2023-03-03,2023,622197,740864,0
2023-03-04,2023,622365,741221,0
2023-03-05,2023,622548,741309,0
2023-03-06,2023,622707,741385,0
2023-03-07,2023,622924,741576,0
2023-03-08,2023,623039,741827,0
2023-03-09,2023,623174,742123,0
2023-03-10,2023,623298,742407,0
2023-03-11,2023,623505,742570,0
2023-03-12,2023,623679,742676,0
2023-03-13,2023,623787,742782,0
2023-03-14,2023,623895,743034,0
2023-03-15,2023,624004,743293,0
2023-03-16,2023,624154,743442,0
2023-03-17,2023,624354,743597,0
2023-03-18,2023,624477,743792,0
2023-03-19,2023,624513,743943,0
2023-03-20,2023,624587,744042,0
2023-03-21,2023,624769,744163,0
2023-03-22,2023,624885,744356,0
2023-03-23,2023,625009,744644,0
2023-03-24,2023,625153,744904,0
2023-03-25,2023,625347,745061,0
2023-03-26,2023,625453,745164,0
2023-03-27,2023,625530,745308,0
2023-03-28,2023,625646,745462,0
2023-03-29,2023,625762,745579,0
2023-03-30,2023,625880,745792,0
2023-03-31,2023,626011,745949,0
2023-04-01,2023,626066,746167,0
2023-04-02,2023,626189,746227,0
2023-04-03,2023,626289,746304,0
2023-04-04,2023,626404,746455,0
2023-04-05,2023,626500,746582,0
2023-04-06,2023,626597,746709,0
2023-04-07,2023,626697,746847,0
2023-04-08,2023,626754,746980,0
2023-04-09,2023,626835,747066,0
2023-04-10,2023,626917,747157,0
2023-04-11,2023,626999,747276,0
2023-04-12,2023,627075,747378,0
2023-04-13,2023,627159,747500,0
2023-04-14,2023,627240,747614,0
2023-04-15,2023,627301,747724,0
2023-04-16,2023,627376,747809,0
2023-04-17,2023,627447,747888,0
2023-04-18,2023,627542,748042,0
2023-04-19,2023,627639,748172,0
2023-04-20,2023,627723,748292,0
2023-04-21,2023,627835,748410,0
2023-04-22,2023,627927,748540,0
2023-04-23,2023,628000,748619,0
2023-04-24,2023,628060,748723,0
2023-04-25,2023,628147,748825,0
2023-04-26,2023,628224,748928,0
2023-04-27,2023,628325,749028,0
2023-04-28,2023,628427,749139,0
2023-04-29,2023,628508,749254,0
2023-04-30,2023,628580,749337,0
2023-05-01,2023,628641,749412,0
2023-05-02,2023,628717,749509,0
2023-05-03,2023,628801,749613,0
2023-05-04,2023,628883,749698,0
2023-05-05,2023,628957,749804,0
2023-05-06,2023,629055,749924,0
2023-05-07,2023,629120,750007,0
2023-05-08,2023,629137,750047,0
2023-05-09,2023,629221,750164,0
2023-05-10,2023,629283,750262,0
2023-05-11,2023,629353,750372,0
2023-05-12,2023,629430,750478,0
2023-05-13,2023,629519,750586,0
2023-05-14,2023,629537,750618,0
2023-05-15,2023,629553,750647,0
2023-05-16,2023,629646,750748,0
2023-05-17,2023,629720,750836,0
2023-05-18,2023,629786,750943,0
2023-05-19,2023,629855,751047,0
2023-05-20,2023,629917,751155,0
2023-05-21,2023,629956,751230,0
2023-05-22,2023,629982,751277,0
2023-05-23,2023,630024,751329,0
2023-05-24,2023,630048,751358,0
2023-05-25,2023,630086,751394,0
2023-05-26,2023,630111,751435,0
2023-05-27,2023,630150,751480,0
2023-05-28,2023,630167,751513,0
2023-05-29,2023,630185,751534,0
2023-05-30,2023,630197,751552,0
2023-05-31,2023,630218,751585,0
2023-06-01,2023,630254,751643,0
2023-06-02,2023,630274,751687,0
2023-06-03,2023,630302,751735,0
2023-06-04,2023,630312,751767,0
2023-06-05,2023,630329,751782,0
2023-06-06,2023,630346,751819,0
2023-06-07,2023,630373,751850,0
2023-06-08,2023,630399,751880,0
2023-06-09,2023,630422,751916,0
2023-06-10,2023,630433,751947,0
2023-06-11,2023,630445,751974,0
2023-06-12,2023,630459,752000,0
2023-06-13,2023,630482,752058,0
2023-06-14,2023,630502,752090,0
2023-06-15,2023,630528,752126,0
2023-06-16,2023,630545,752161,0
2023-06-17,2023,630565,752195,0
2023-06-18,2023,630584,752213,0
2023-06-19,2023,630600,752222,0
2023-06-20,2023,630613,752241,0
2023-06-21,2023,630652,752288,0
2023-06-22,2023,630688,752329,0
2023-06-23,2023,630715,752363,0
2023-06-24,2023,630732,752404,0
2023-06-25,2023,630746,752417,0
2023-06-26,2023,630762,752433,0
2023-06-27,2023,630782,752453,0
2023-06-28,2023,630817,752502,0
2023-06-29,2023,630843,752540,0
2023-06-30,2023,630870,752582,0
2023-07-01,2023,630898,752616,0
2023-07-02,2023,630924,752639,0
2023-07-03,2023,630943,752662,0
2023-07-04,2023,630973,752707,0
2023-07-05,2023,630990,752736,0
2023-07-06,2023,631026,752785,0
2023-07-07,2023,631044,752824,0
2023-07-08,2023,631081,752869,0
2023-07-09,2023,631106,752893,0
2023-07-10,2023,631119,752910,0
2023-07-11,2023,631146,752971,0
2023-07-12,2023,631183,753015,0
2023-07-13,2023,631218,753052,0
2023-07-14,2023,631282,753152,0
2023-07-15,2023,631330,753200,0
2023-07-16,2023,631360,753244,0
2023-07-17,2023,631378,753275,0
2023-07-18,2023,631423,753334,0
2023-07-19,2023,631472,753386,0
2023-07-20,2023,631519,753451,0
2023-07-21,2023,631573,753504,0
2023-07-22,2023,631611,753555,0
2023-07-23,2023,631637,753604,0
2023-07-24,2023,631659,753637,0
2023-07-25,2023,631721,753723,0
2023-07-26,2023,631776,753819,0
2023-07-27,2023,631842,753898,0
2023-07-28,2023,631882,753961,0
2023-07-29,2023,631939,754049,0
2023-07-30,2023,631989,754098,0
2023-07-31,2023,632021,754146,0
2023-08-01,2023,632082,754240,0
2023-08-02,2023,632138,754313,0
2023-08-03,2023,632198,754394,0
2023-08-04,2023,632266,754500,0
2023-08-05,2023,632317,754567,0
2023-08-06,2023,632365,754660,0
2023-08-07,2023,632405,754706,0
2023-08-08,2023,632468,754808,0
2023-08-09,2023,632534,754917,0
2023-08-10,2023,632615,755023,0
2023-08-11,2023,632696,755171,0
2023-08-12,2023,632771,755298,0
2023-08-13,2023,632823,755368,0
2023-08-14,2023,632860,755435,0
2023-08-15,2023,632948,755573,0
2023-08-16,2023,633037,755694,0
2023-08-17,2023,633134,755852,0
2023-08-18,2023,633237,756002,0
2023-08-19,2023,633325,756146,0
2023-08-20,2023,633377,756219,0
2023-08-21,2023,633420,756288,0
2023-08-22,2023,633542,756475,0
2023-08-23,2023,633628,756627,0
2023-08-24,2023,633760,756815,0
2023-08-25,2023,633883,756993,0
2023-08-26,2023,633967,757114,0
2023-08-27,2023,634046,757216,0
2023-08-28,2023,634123,757281,0
2023-08-29,2023,634318,757539,0
2023-08-30,2023,634434,757700,0
2023-08-31,2023,634598,757929,0
2023-09-01,2023,634747,758147,0
2023-09-02,2023,634875,758343,0
2023-09-03,2023,634972,758462,0
2023-09-04,2023,635027,758563,0
2023-09-05,2023,635115,758662,0
2023-09-06,2023,635304,758946,0
2023-09-07,2023,635458,759207,0
2023-09-08,2023,635658,759469,0
2023-09-09,2023,635885,759776,0
2023-09-10,2023,636002,759938,0
2023-09-11,2023,636077,760038,0
2023-09-12,2023,636276,760309,0
2023-09-13,2023,636402,760511,0
2023-09-14,2023,636595,760811,0
2023-09-15,2023,636774,761067,0
2023-09-16,2023,636895,761251,0
2023-09-17,2023,636977,761367,0
2023-09-18,2023,637048,761448,0
2023-09-19,2023,637190,761679,0
2023-09-20,2023,637333,761853,0
2023-09-21,2023,637482,762065,0
2023-09-22,2023,637643,762288,0
2023-09-23,2023,637740,762478,0
2023-09-24,2023,637853,762607,0
2023-09-25,2023,637919,762667,0
2023-09-26,2023,638098,762940,0
2023-09-27,2023,638207,763089,0
2023-09-28,2023,638336,763292,0
2023-09-29,2023,638483,763469,0
2023-09-30,2023,638582,763603,0
2023-10-01,2023,638652,763754,0
2023-10-02,2023,638705,763819,0
2023-10-03,2023,638834,763970,0
2023-10-04,2023,638940,764102,0
2023-10-05,2023,639010,764218,0
2023-10-06,2023,639130,764360,0
2023-10-07,2023,639228,764491,0
2023-10-08,2023,639282,764575,0
2023-10-09,2023,639327,764641,0
2023-10-10,2023,639436,764791,0
2023-10-11,2023,639511,764898,0
2023-10-12,2023,639594,764986,0
2023-10-13,2023,639680,765125,0
2023-10-14,2023,639754,765255,0
2023-10-15,2023,639798,765319,0
2023-10-16,2023,639855,765378,0
2023-10-17,2023,639947,765518,0
2023-10-18,2023,640024,765653,0
2023-10-19,2023,640144,765795,0
2023-10-20,2023,640243,765932,0
2023-10-21,2023,640315,766048,0
2023-10-22,2023,640387,766162,0
2023-10-23,2023,640441,766212,0
2023-10-24,2023,640530,766322,0
2023-10-25,2023,640620,766427,0
2023-10-26,2023,640708,766574,0
2023-10-27,2023,640817,766735,0
2023-10-28,2023,640912,766853,0
2023-10-29,2023,640973,766932,0
2023-10-30,2023,641035,766998,0
2023-10-31,2023,641140,767158,0
2023-11-01,2023,641238,767296,0
2023-11-02,2023,641335,767437,0
2023-11-03,2023,641430,767575,0
2023-11-04,2023,641523,767705,0
2023-11-05,2023,641569,767784,0
2023-11-06,2023,641609,767842,0
2023-11-07,2023,641718,768011,0
2023-11-08,2023,641784,768125,0
2023-11-09,2023,641889,768267,0
2023-11-10,2023,641999,768422,0
2023-11-11,2023,642111,768593,0
2023-11-12,2023,642171,768693,0
2023-11-13,2023,642222,768775,0
2023-11-14,2023,642340,768923,0
2023-11-15,2023,642435,769059,0
2023-11-16,2023,642552,769234,0
2023-11-17,2023,642705,769419,0
2023-11-18,2023,642798,769563,0
2023-11-19,2023,642868,769667,0
2023-11-20,2023,642934,769744,0
2023-11-21,2023,643069,769918,0
2023-11-22,2023,643182,770063,0
2023-11-23,2023,643322,770237,0
2023-11-24,2023,643400,770339,0
2023-11-25,2023,643465,770414,0
2023-11-26,2023,643523,770507,0
2023-11-27,2023,643594,770603,0
2023-11-28,2023,643777,770886,0
2023-11-29,2023,643900,771060,0
2023-11-30,2023,644032,771212,0
2023-12-01,2023,644168,771444,0
2023-12-02,2023,644278,771617,0
2023-12-03,2023,644376,771733,0
2023-12-04,2023,644444,771834,0
2023-12-05,2023,644625,772081,0
2023-12-06,2023,644759,772264,0
2023-12-07,2023,644899,772452,0
2023-12-08,2023,645061,772705,0
2023-12-09,2023,645184,772925,0
2023-12-10,2023,645268,773059,0
2023-12-11,2023,645352,773161,0
2023-12-12,2023,645526,773372,0
2023-12-13,2023,645634,773507,0
2023-12-14,2023,645813,773721,0
2023-12-15,2023,645998,773962,0
2023-12-16,2023,646142,774169,0
2023-12-17,2023,646259,774327,0
2023-12-18,2023,646341,774432,0
2023-12-19,2023,646579,774695,0
2023-12-20,2023,646754,774912,0
2023-12-21,2023,646981,775210,0
2023-12-22,2023,647185,775507,0
2023-12-23,2023,647355,775759,0
2023-12-24,2023,647473,775911,0
2023-12-25,2023,647585,776045,0
2023-12-26,2023,647713,776157,0
2023-12-27,2023,647948,776540,0
2023-12-28,2023,648254,776965,0
2023-12-29,2023,648506,777346,0
2023-12-30,2023,648758,777714,0
2023-12-31,2023,648966,777940,0
2024-01-01,2024,649083,778106,0
2024-01-02,2024,649153,778190,0
2024-01-03,2024,649506,778706,0
2024-01-04,2024,649760,779056,0
2024-01-05,2024,650059,779540,0
2024-01-06,2024,650325,779922,0
2024-01-07,2024,650464,780125,0
2024-01-08,2024,650575,780273,0
2024-01-09,2024,650868,780660,0
2024-01-10,2024,651077,780953,0
2024-01-11,2024,651304,781244,0
2024-01-12,2024,651516,781556,0
2024-01-13,2024,651697,781821,0
2024-01-14,2024,651818,781975,0
2024-01-15,2024,651915,782079,0
2024-01-16,2024,652020,782197,0
2024-01-17,2024,652256,782535,0
2024-01-18,2024,652392,782747,0
2024-01-19,2024,652557,782968,0
2024-01-20,2024,652685,783158,0
2024-01-21,2024,652744,783275,0
2024-01-22,2024,652779,783329,0
2024-01-23,2024,652939,783570,0
2024-01-24,2024,653092,783743,0
2024-01-25,2024,653211,783908,0
2024-01-26,2024,653368,784112,0
2024-01-27,2024,653500,784305,0
2024-01-28,2024,653597,784423,0
2024-01-29,2024,653662,784503,0
2024-01-30,2024,653832,784710,0
2024-01-31,2024,653926,784844,0
2024-02-01,2024,654055,785020,0
2024-02-02,2024,654177,785189,0
2024-02-03,2024,654307,785359,0
2024-02-04,2024,654382,785454,0
2024-02-05,2024,654436,785528,0
2024-02-06,2024,654555,785737,0
2024-02-07,2024,654676,785909,0
2024-02-08,2024,654820,786068,0
2024-02-09,2024,654964,786310,0
2024-02-10,2024,655101,786472,0
2024-02-11,2024,655179,786562,0
2024-02-12,2024,655246,786643,0
2024-02-13,2024,655399,786837,0
2024-02-14,2024,655513,786980,0
2024-02-15,2024,655634,787145,0
2024-02-16,2024,655754,787326,0
2024-02-17,2024,655919,787482,0
2024-02-18,2024,655975,787578,0
2024-02-19,2024,656036,787634,0
2024-02-20,2024,656173,787805,0
2024-02-21,2024,656275,787918,0
2024-02-22,2024,656363,788046,0
2024-02-23,2024,656508,788222,0
2024-02-24,2024,656635,788361,0
2024-02-25,2024,656724,788438,0
2024-02-26,2024,656766,788495,0
2024-02-27,2024,656890,788642,0
2024-02-28,2024,656981,788763,0
2024-02-29,2024,657076,788936,0
2024-03-01,2024,657168,789101,0
2024-03-02,2024,657245,789228,0
2024-03-03,2024,657291,789311,0
2024-03-04,2024,657321,789369,0
2024-03-05,2024,657403,789482,0
2024-03-06,2024,657470,789599,0
2024-03-07,2024,657550,789709,0
2024-03-08,2024,657611,789821,0
2024-03-09,2024,657685,789927,0
2024-03-10,2024,657726,789977,0
2024-03-11,2024,657760,790011,0
2024-03-12,2024,657845,790136,0
2024-03-13,2024,657910,790214,0
2024-03-14,2024,657972,790297,0
2024-03-15,2024,658029,790392,0
2024-03-16,2024,658081,790451,0
2024-03-17,2024,658109,790489,0
2024-03-18,2024,658118,790511,0
2024-03-19,2024,658224,790681,0
2024-03-20,2024,658328,790843,0
2024-03-21,2024,658446,791039,0
2024-03-22,2024,658515,791147,0
2024-03-23,2024,658619,791299,0
2024-03-24,2024,658690,791397,0
2024-03-25,2024,658704,791416,0
2024-03-26,2024,658787,791522,0
2024-03-27,2024,658830,791581,0
2024-03-28,2024,658864,791628,0
2024-03-29,2024,658906,791693,0
2024-03-30,2024,658941,791726,0
2024-03-31,2024,658958,791744,0
2024-04-01,2024,658981,791765,0
2024-04-02,2024,659033,791816,0
2024-04-03,2024,659085,791874,0
2024-04-04,2024,659120,791924,0
2024-04-05,2024,659158,791995,0
2024-04-06,2024,659189,792038,0
2024-04-07,2024,659214,792062,0
2024-04-08,2024,659227,792089,0
2024-04-09,2024,659274,792168,0
2024-04-10,2024,659310,792219,0
2024-04-11,2024,659341,792271,0
2024-04-12,2024,659369,792330,0
2024-04-13,2024,659401,792382,0
2024-04-14,2024,659417,792418,0
2024-04-15,2024,659426,792441,0
2024-04-16,2024,659485,792513,0
2024-04-17,2024,659517,792563,0
2024-04-18,2024,659551,792601,0
2024-04-19,2024,659582,792654,0
2024-04-20,2024,659603,792704,0
2024-04-21,2024,659621,792722,0
2024-04-22,2024,659630,792743,0
2024-04-23,2024,659665,792800,0
2024-04-24,2024,659689,792832,0
2024-04-25,2024,659706,792874,0
2024-04-26,2024,659727,792909,0
2024-04-27,2024,659753,792939,0
2024-04-28,2024,659763,792954,0
2024-04-29,2024,659773,792964,0
2024-04-30,2024,659808,793018,0
2024-05-01,2024,659830,793057,0
2024-05-02,2024,659861,793096,0
2024-05-03,2024,659883,793137,0
2024-05-04,2024,659911,793171,0
2024-05-05,2024,659929,793183,0
2024-05-06,2024,659939,793194,0
2024-05-07,2024,659981,793260,0
2024-05-08,2024,660007,793296,0
2024-05-09,2024,660044,793337,0
2024-05-10,2024,660079,793374,0
2024-05-11,2024,660106,793415,0
2024-05-12,2024,660119,793438,0
2024-05-13,2024,660131,793456,0
2024-05-14,2024,660176,793507,0
2024-05-15,2024,660200,793540,0
2024-05-16,2024,660223,793568,0
2024-05-17,2024,660257,793611,0
2024-05-18,2024,660287,793656,0
2024-05-19,2024,660296,793679,0
2024-05-20,2024,660303,793692,0
2024-05-21,2024,660343,793758,0
2024-05-22,2024,660373,793794,0
2024-05-23,2024,660402,793841,0
2024-05-24,2024,660433,793878,0
2024-05-25,2024,660475,793932,0
2024-05-26,2024,660486,793944,0
2024-05-27,2024,660496,793959,0
2024-05-28,2024,660513,793971,0
2024-05-29,2024,660561,794053,0
2024-05-30,2024,660599,794105,0
2024-05-31,2024,660638,794170,0
2024-06-01,2024,660680,794220,0
2024-06-02,2024,660700,794245,0
2024-06-03,2024,660706,794260,0
2024-06-04,2024,660762,794349,0
2024-06-05,2024,660809,794399,0
2024-06-06,2024,660844,794473,0
2024-06-07,2024,660882,794541,0
2024-06-08,2024,660919,794598,0
2024-06-09,2024,660936,794628,0
2024-06-10,2024,660955,794652,0
2024-06-11,2024,661020,794757,0
