ReportDate,year,deathGenMale,deathGenFemale,deathGenUnkn
2023-04-22,2023,8606.0,7820.0,0
2023-04-23,2023,0.0,0.0,0
2023-04-24,2023,0.0,0.0,0
2023-04-25,2023,8607.0,7822.0,0
2023-04-26,2023,8609.0,7824.0,0
2023-04-27,2023,8611.0,7824.0,0
2023-04-28,2023,8611.0,7828.0,0
2023-04-29,2023,8613.0,7831.0,0
2023-04-30,2023,0.0,0.0,0
2023-05-01,2023,0.0,0.0,0
2023-05-02,2023,8617.0,7833.0,0
2023-05-03,2023,8619.0,7834.0,0
2023-05-04,2023,8619.0,7834.0,0
2023-05-05,2023,8621.0,7834.0,0
2023-05-06,2023,8621.0,7836.0,0
2023-05-07,2023,0.0,0.0,0
2023-05-08,2023,0.0,0.0,0
2023-05-09,2023,8625.0,7837.0,0
2023-05-10,2023,8626.0,7838.0,0
2023-05-11,2023,8625.0,7838.0,0
2023-05-12,2023,8626.0,7838.0,0
2023-05-13,2023,8627.0,7838.0,0
2023-05-14,2023,0.0,0.0,0
2023-05-15,2023,0.0,0.0,0
2023-05-16,2023,8629.0,7840.0,0
2023-05-17,2023,8630.0,7842.0,0
2023-05-18,2023,8630.0,7842.0,0
2023-05-19,2023,8632.0,7841.0,0
2023-05-20,2023,8633.0,7842.0,0
2023-05-21,2023,0.0,0.0,0
2023-05-22,2023,0.0,0.0,0
2023-05-23,2023,8636.0,7844.0,0
2023-05-24,2023,8638.0,7844.0,0
2023-05-25,2023,8638.0,7844.0,0
2023-05-26,2023,8638.0,7845.0,0
2023-05-27,2023,8641.0,7846.0,0
2023-05-28,2023,0.0,0.0,0
2023-05-29,2023,0.0,0.0,0
2023-05-30,2023,0.0,0.0,0
2023-05-31,2023,8643.0,7846.0,0
2023-06-01,2023,8643.0,7847.0,0
2023-06-02,2023,8644.0,7848.0,0
2023-06-03,2023,8645.0,7848.0,0
2023-06-04,2023,0.0,0.0,0
2023-06-05,2023,0.0,0.0,0
2023-06-06,2023,8645.0,7849.0,0
2023-06-07,2023,8646.0,7849.0,0
2023-06-08,2023,8646.0,7851.0,0
2023-06-09,2023,8647.0,7852.0,0
2023-06-10,2023,8649.0,7853.0,0
2023-06-11,2023,0.0,0.0,0
2023-06-12,2023,0.0,0.0,0
2023-06-13,2023,8650.0,7856.0,0
2023-06-14,2023,8652.0,7857.0,0
2023-06-15,2023,8654.0,7859.0,0
2023-06-16,2023,8654.0,7861.0,0
2023-06-17,2023,8654.0,7862.0,0
2023-06-18,2023,0.0,0.0,0
2023-06-19,2023,0.0,0.0,0
2023-06-20,2023,0.0,0.0,0
2023-06-21,2023,8658.0,7866.0,0
2023-06-22,2023,8658.0,7866.0,0
2023-06-23,2023,8660.0,7868.0,0
2023-06-24,2023,8660.0,7869.0,0
2023-06-25,2023,0.0,0.0,0
2023-06-26,2023,0.0,0.0,0
2023-06-27,2023,8661.0,7869.0,0
2023-06-28,2023,8662.0,7869.0,0
2023-06-29,2023,8663.0,7870.0,0
2023-06-30,2023,8664.0,7871.0,0
2023-07-01,2023,8664.0,7871.0,0
2023-07-02,2023,0.0,0.0,0
2023-07-03,2023,0.0,0.0,0
2023-07-04,2023,8666.0,7871.0,0
2023-07-05,2023,0.0,0.0,0
2023-07-06,2023,8668.0,7873.0,0
2023-07-07,2023,8669.0,7873.0,0
2023-07-08,2023,8669.0,7873.0,0
2023-07-09,2023,0.0,0.0,0
2023-07-10,2023,0.0,0.0,0
2023-07-11,2023,8673.0,7875.0,0
2023-07-12,2023,8674.0,7877.0,0
2023-07-13,2023,8674.0,7877.0,0
2023-07-14,2023,8674.0,7878.0,0
2023-07-15,2023,8675.0,7878.0,0
2023-07-16,2023,0.0,0.0,0
2023-07-17,2023,0.0,0.0,0
2023-07-18,2023,8676.0,7878.0,0
2023-07-19,2023,8677.0,7878.0,0
2023-07-20,2023,8677.0,7880.0,0
2023-07-21,2023,8678.0,7880.0,0
2023-07-22,2023,8679.0,7882.0,0
2023-07-23,2023,0.0,0.0,0
2023-07-24,2023,0.0,0.0,0
2023-07-25,2023,8680.0,7884.0,0
2023-07-26,2023,8680.0,7886.0,0
2023-07-27,2023,8681.0,7886.0,0
2023-07-28,2023,8682.0,7887.0,0
2023-07-29,2023,8683.0,7887.0,0
2023-07-30,2023,0.0,0.0,0
2023-07-31,2023,0.0,0.0,0
2023-08-01,2023,8684.0,7887.0,0
2023-08-02,2023,8684.0,7889.0,0
2023-08-03,2023,8684.0,7889.0,0
2023-08-04,2023,8684.0,7890.0,0
2023-08-05,2023,8686.0,7890.0,0
2023-08-06,2023,0.0,0.0,0
2023-08-07,2023,0.0,0.0,0
2023-08-08,2023,8688.0,7893.0,0
2023-08-09,2023,8690.0,7894.0,0
2023-08-10,2023,8689.0,7897.0,0
2023-08-11,2023,8690.0,7898.0,0
2023-08-12,2023,8690.0,7900.0,0
2023-08-13,2023,0.0,0.0,0
2023-08-14,2023,0.0,0.0,0
2023-08-15,2023,8692.0,7903.0,0
2023-08-16,2023,8692.0,7906.0,0
2023-08-17,2023,8695.0,7907.0,0
2023-08-18,2023,8697.0,7907.0,0
2023-08-19,2023,8698.0,7909.0,0
2023-08-20,2023,0.0,0.0,0
2023-08-21,2023,0.0,0.0,0
2023-08-22,2023,8707.0,7918.0,0
2023-08-23,2023,8706.0,7920.0,0
2023-08-24,2023,8707.0,7921.0,0
2023-08-25,2023,8710.0,7921.0,0
2023-08-26,2023,8712.0,7922.0,0
2023-08-27,2023,0.0,0.0,0
2023-08-28,2023,0.0,0.0,0
2023-08-29,2023,8714.0,7923.0,0
2023-08-30,2023,8714.0,7924.0,0
2023-08-31,2023,8716.0,7924.0,0
2023-09-01,2023,8717.0,7927.0,0
2023-09-02,2023,8718.0,7927.0,0
2023-09-03,2023,0.0,0.0,0
2023-09-04,2023,0.0,0.0,0
2023-09-05,2023,0.0,0.0,0
2023-09-06,2023,8720.0,7931.0,0
2023-09-07,2023,8721.0,7933.0,0
2023-09-08,2023,8723.0,7933.0,0
2023-09-09,2023,8727.0,7933.0,0
2023-09-10,2023,0.0,0.0,0
2023-09-11,2023,0.0,0.0,0
2023-09-12,2023,8729.0,7936.0,0
2023-09-13,2023,8732.0,7943.0,0
2023-09-14,2023,8733.0,7947.0,0
2023-09-15,2023,8736.0,7950.0,0
2023-09-16,2023,8737.0,7951.0,0
2023-09-17,2023,0.0,0.0,0
2023-09-18,2023,0.0,0.0,0
2023-09-19,2023,8743.0,7954.0,0
2023-09-20,2023,8746.0,7955.0,0
2023-09-21,2023,8748.0,7957.0,0
2023-09-22,2023,8751.0,7958.0,0
2023-09-23,2023,8755.0,7959.0,0
2023-09-24,2023,0.0,0.0,0
2023-09-25,2023,0.0,0.0,0
2023-09-26,2023,8757.0,7964.0,0
2023-09-27,2023,8761.0,7965.0,0
2023-09-28,2023,8761.0,7965.0,0
2023-09-29,2023,8760.0,7966.0,0
2023-09-30,2023,8763.0,7967.0,0
2023-10-01,2023,0.0,0.0,0
2023-10-02,2023,0.0,0.0,0
2023-10-03,2023,8767.0,7968.0,0
2023-10-04,2023,8771.0,7969.0,0
2023-10-05,2023,8776.0,7971.0,0
2023-10-06,2023,8777.0,7971.0,0
2023-10-07,2023,8778.0,7974.0,0
2023-10-08,2023,0.0,0.0,0
2023-10-09,2023,0.0,0.0,0
2023-10-10,2023,0.0,0.0,0
2023-10-11,2023,8785.0,7979.0,0
2023-10-12,2023,8785.0,7981.0,0
2023-10-13,2023,8789.0,7982.0,0
2023-10-14,2023,8792.0,7983.0,0
2023-10-15,2023,0.0,0.0,0
2023-10-16,2023,0.0,0.0,0
2023-10-17,2023,8798.0,7991.0,0
2023-10-18,2023,8799.0,7994.0,0
2023-10-19,2023,8800.0,7995.0,0
2023-10-20,2023,8802.0,7996.0,0
2023-10-21,2023,8803.0,7999.0,0
2023-10-22,2023,0.0,0.0,0
2023-10-23,2023,0.0,0.0,0
2023-10-24,2023,8806.0,8003.0,0
2023-10-25,2023,8808.0,8003.0,0
2023-10-26,2023,8811.0,8003.0,0
2023-10-27,2023,8816.0,8005.0,0
2023-10-28,2023,8816.0,8008.0,0
2023-10-29,2023,0.0,0.0,0
2023-10-30,2023,0.0,0.0,0
2023-10-31,2023,8819.0,8014.0,0
2023-11-01,2023,8819.0,8017.0,0
2023-11-02,2023,8822.0,8019.0,0
2023-11-03,2023,8824.0,8021.0,0
2023-11-04,2023,8826.0,8025.0,0
2023-11-05,2023,0.0,0.0,0
2023-11-06,2023,0.0,0.0,0
2023-11-07,2023,8830.0,8032.0,0
2023-11-08,2023,8834.0,8034.0,0
2023-11-09,2023,8836.0,8035.0,0
2023-11-10,2023,8837.0,8042.0,0
2023-11-11,2023,0.0,0.0,0
2023-11-12,2023,0.0,0.0,0
2023-11-13,2023,0.0,0.0,0
2023-11-14,2023,8847.0,8048.0,0
2023-11-15,2023,8851.0,8052.0,0
2023-11-16,2023,8855.0,8054.0,0
2023-11-17,2023,8856.0,8055.0,0
2023-11-18,2023,8861.0,8057.0,0
2023-11-19,2023,0.0,0.0,0
2023-11-20,2023,0.0,0.0,0
2023-11-21,2023,8866.0,8063.0,0
2023-11-22,2023,8866.0,8074.0,0
2023-11-23,2023,8868.0,8077.0,0
2023-11-24,2023,0.0,0.0,0
2023-11-25,2023,0.0,0.0,0
2023-11-26,2023,0.0,0.0,0
2023-11-27,2023,0.0,0.0,0
2023-11-28,2023,8881.0,8090.0,0
2023-11-29,2023,8887.0,8096.0,0
2023-11-30,2023,8891.0,8100.0,0
2023-12-01,2023,8896.0,8103.0,0
2023-12-02,2023,8899.0,8105.0,0
2023-12-03,2023,0.0,0.0,0
2023-12-04,2023,0.0,0.0,0
2023-12-05,2023,8908.0,8111.0,0
2023-12-06,2023,8910.0,8108.0,0
2023-12-07,2023,8912.0,8112.0,0
2023-12-08,2023,8916.0,8114.0,0
2023-12-09,2023,8918.0,8118.0,0
2023-12-10,2023,0.0,0.0,0
2023-12-11,2023,0.0,0.0,0
2023-12-12,2023,8929.0,8128.0,0
2023-12-13,2023,8932.0,8130.0,0
2023-12-14,2023,8937.0,8131.0,0
2023-12-15,2023,8940.0,8133.0,0
2023-12-16,2023,8944.0,8137.0,0
2023-12-17,2023,0.0,0.0,0
2023-12-18,2023,0.0,0.0,0
2023-12-19,2023,8951.0,8143.0,0
2023-12-20,2023,8954.0,8148.0,0
2023-12-21,2023,8958.0,8150.0,0
2023-12-22,2023,8963.0,8151.0,0
2023-12-23,2023,8966.0,8154.0,0
2023-12-24,2023,0.0,0.0,0
2023-12-25,2023,0.0,0.0,0
2023-12-26,2023,0.0,0.0,0
2023-12-27,2023,8971.0,8161.0,0
2023-12-28,2023,8975.0,8163.0,0
2023-12-29,2023,8983.0,8167.0,0
2023-12-30,2023,8985.0,8171.0,0
2023-12-31,2023,0.0,0.0,0
2024-01-01,2024,0.0,0.0,0
2024-01-02,2024,0.0,0.0,0
2024-01-03,2024,8999.0,8181.0,0
2024-01-04,2024,9003.0,8186.0,0
2024-01-05,2024,9009.0,8192.0,0
2024-01-06,2024,9011.0,8195.0,0
2024-01-07,2024,0.0,0.0,0
2024-01-08,2024,0.0,0.0,0
2024-01-09,2024,9022.0,8205.0,0
2024-01-10,2024,9025.0,8210.0,0
2024-01-11,2024,9027.0,8214.0,0
2024-01-12,2024,9031.0,8216.0,0
2024-01-13,2024,9035.0,8224.0,0
2024-01-14,2024,0.0,0.0,0
2024-01-15,2024,0.0,0.0,0
2024-01-16,2024,0.0,0.0,0
2024-01-17,2024,9045.0,8239.0,0
2024-01-18,2024,9049.0,8240.0,0
2024-01-19,2024,9051.0,8247.0,0
2024-01-20,2024,9054.0,8251.0,0
2024-01-21,2024,0.0,0.0,0
2024-01-22,2024,0.0,0.0,0
2024-01-23,2024,9057.0,8257.0,0
2024-01-24,2024,9061.0,8259.0,0
2024-01-25,2024,9063.0,8264.0,0
2024-01-26,2024,9065.0,8271.0,0
2024-01-27,2024,9067.0,8274.0,0
2024-01-28,2024,0.0,0.0,0
2024-01-29,2024,0.0,0.0,0
2024-01-30,2024,9081.0,8284.0,0
2024-01-31,2024,9084.0,8288.0,0
2024-02-01,2024,9088.0,8294.0,0
2024-02-02,2024,9112.0,8304.0,0
2024-02-03,2024,9117.0,8311.0,0
2024-02-04,2024,0.0,0.0,0
2024-02-05,2024,0.0,0.0,0
2024-02-06,2024,9124.0,8322.0,0
2024-02-07,2024,9127.0,8324.0,0
2024-02-08,2024,9131.0,8326.0,0
2024-02-09,2024,9134.0,8332.0,0
2024-02-10,2024,9134.0,8331.0,0
2024-02-11,2024,0.0,0.0,0
2024-02-12,2024,0.0,0.0,0
2024-02-13,2024,9136.0,8337.0,0
2024-02-14,2024,9138.0,8342.0,0
2024-02-15,2024,9139.0,8345.0,0
2024-02-16,2024,9143.0,8345.0,0
2024-02-17,2024,9142.0,8346.0,0
2024-02-18,2024,0.0,0.0,0
2024-02-19,2024,0.0,0.0,0
2024-02-20,2024,0.0,0.0,0
2024-02-21,2024,9149.0,8351.0,0
2024-02-22,2024,9150.0,8352.0,0
2024-02-23,2024,9152.0,8354.0,0
2024-02-24,2024,9152.0,8355.0,0
2024-02-25,2024,0.0,0.0,0
2024-02-26,2024,0.0,0.0,0
2024-02-27,2024,9158.0,8366.0,0
2024-02-28,2024,9160.0,8368.0,0
2024-02-29,2024,9163.0,8371.0,0
2024-03-01,2024,9164.0,8376.0,0
2024-03-02,2024,9168.0,8378.0,0
2024-03-03,2024,0.0,0.0,0
2024-03-04,2024,0.0,0.0,0
2024-03-05,2024,9174.0,8382.0,0
2024-03-06,2024,9176.0,8386.0,0
2024-03-07,2024,9179.0,8388.0,0
2024-03-08,2024,9178.0,8389.0,0
2024-03-09,2024,9179.0,8393.0,0
2024-03-10,2024,0.0,0.0,0
2024-03-11,2024,0.0,0.0,0
2024-03-12,2024,9181.0,8397.0,0
2024-03-13,2024,9186.0,8398.0,0
2024-03-14,2024,9190.0,8398.0,0
2024-03-15,2024,9192.0,8400.0,0
2024-03-16,2024,9192.0,8402.0,0
2024-03-17,2024,0.0,0.0,0
2024-03-18,2024,0.0,0.0,0
2024-03-19,2024,9196.0,8402.0,0
2024-03-20,2024,9196.0,8405.0,0
2024-03-21,2024,9196.0,8408.0,0
2024-03-22,2024,9198.0,8409.0,0
2024-03-23,2024,9199.0,8410.0,0
2024-03-24,2024,0.0,0.0,0
2024-03-25,2024,0.0,0.0,0
2024-03-26,2024,9203.0,8413.0,0
2024-03-27,2024,9201.0,8415.0,0
2024-03-28,2024,9203.0,8417.0,0
2024-03-29,2024,9203.0,8418.0,0
2024-03-30,2024,9205.0,8417.0,0
2024-03-31,2024,0.0,0.0,0
2024-04-01,2024,0.0,0.0,0
2024-04-02,2024,9210.0,8422.0,0
2024-04-03,2024,9211.0,8422.0,0
2024-04-04,2024,9211.0,8424.0,0
2024-04-05,2024,9213.0,8426.0,0
2024-04-06,2024,9214.0,8428.0,0
2024-04-07,2024,0.0,0.0,0
2024-04-08,2024,0.0,0.0,0
2024-04-09,2024,9216.0,8432.0,0
2024-04-10,2024,9218.0,8433.0,0
2024-04-11,2024,9218.0,8437.0,0
2024-04-12,2024,9221.0,8438.0,0
2024-04-13,2024,9221.0,8438.0,0
2024-04-14,2024,0.0,0.0,0
2024-04-15,2024,0.0,0.0,0
2024-04-16,2024,9223.0,8439.0,0
2024-04-17,2024,9224.0,8439.0,0
2024-04-18,2024,9226.0,8441.0,0
2024-04-19,2024,9227.0,8444.0,0
2024-04-20,2024,9227.0,8445.0,0
2024-04-21,2024,0.0,0.0,0
2024-04-22,2024,0.0,0.0,0
2024-04-23,2024,9230.0,8445.0,0
2024-04-24,2024,9232.0,8445.0,0
2024-04-25,2024,9234.0,8447.0,0
2024-04-26,2024,9234.0,8448.0,0
2024-04-27,2024,9233.0,8449.0,0
2024-04-28,2024,0.0,0.0,0
2024-04-29,2024,0.0,0.0,0
2024-04-30,2024,9236.0,8449.0,0
2024-05-01,2024,9236.0,8450.0,0
2024-05-02,2024,9237.0,8451.0,0
2024-05-03,2024,9238.0,8451.0,0
2024-05-04,2024,9240.0,8452.0,0
2024-05-05,2024,0.0,0.0,0
2024-05-06,2024,0.0,0.0,0
2024-05-07,2024,9242.0,8454.0,0
2024-05-08,2024,9243.0,8454.0,0
2024-05-09,2024,9243.0,8455.0,0
2024-05-10,2024,9243.0,8456.0,0
2024-05-11,2024,9244.0,8457.0,0
2024-05-12,2024,0.0,0.0,0
2024-05-13,2024,0.0,0.0,0
2024-05-14,2024,9247.0,8457.0,0
2024-05-15,2024,9248.0,8458.0,0
2024-05-16,2024,9248.0,8458.0,0
2024-05-17,2024,9249.0,8458.0,0
2024-05-18,2024,9251.0,8459.0,0
2024-05-19,2024,0.0,0.0,0
2024-05-20,2024,0.0,0.0,0
2024-05-21,2024,9252.0,8462.0,0
2024-05-22,2024,9252.0,8462.0,0
2024-05-23,2024,9252.0,8463.0,0
2024-05-24,2024,9253.0,8465.0,0
2024-05-25,2024,9255.0,8465.0,0
2024-05-26,2024,0.0,0.0,0
2024-05-27,2024,0.0,0.0,0
2024-05-28,2024,0.0,0.0,0
2024-05-29,2024,9257.0,8470.0,0
2024-05-30,2024,9257.0,8471.0,0
2024-05-31,2024,9257.0,8471.0,0
2024-06-01,2024,9259.0,8473.0,0
2024-06-02,2024,0.0,0.0,0
2024-06-03,2024,0.0,0.0,0
2024-06-04,2024,9260.0,8475.0,0
2024-06-05,2024,9263.0,8474.0,0
2024-06-06,2024,9265.0,8474.0,0
2024-06-07,2024,9268.0,8474.0,0
2024-06-08,2024,9268.0,8474.0,0
2024-06-09,2024,0.0,0.0,0
2024-06-10,2024,0.0,0.0,0
2024-06-11,2024,9268.0,8475.0,0
